reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-01-10,pct wk rsv lab det,-1,ab,2026-01-03,quantile,0.975,8
2026-01-10,pct wk rsv lab det,0,ab,2026-01-10,quantile,0.025,0
2026-01-10,pct wk rsv lab det,0,ab,2026-01-10,quantile,0.1,0
2026-01-10,pct wk rsv lab det,0,ab,2026-01-10,quantile,0.25,1
2026-01-10,pct wk rsv lab det,0,ab,2026-01-10,quantile,0.5,3
2026-01-10,pct wk rsv lab det,0,ab,2026-01-10,quantile,0.75,6
2026-01-10,pct wk rsv lab det,0,ab,2026-01-10,quantile,0.9,7
2026-01-10,pct wk rsv lab det,0,ab,2026-01-10,quantile,0.975,7
2026-01-10,pct wk rsv lab det,1,ab,2026-01-17,quantile,0.025,0
2026-01-10,pct wk rsv lab det,1,ab,2026-01-17,quantile,0.1,0
2026-01-10,pct wk rsv lab det,1,ab,2026-01-17,quantile,0.25,1
2026-01-10,pct wk rsv lab det,1,ab,2026-01-17,quantile,0.5,3
2026-01-10,pct wk rsv lab det,1,ab,2026-01-17,quantile,0.75,5
2026-01-10,pct wk rsv lab det,1,ab,2026-01-17,quantile,0.9,6
2026-01-10,pct wk rsv lab det,1,ab,2026-01-17,quantile,0.975,7
2026-01-10,pct wk rsv lab det,2,ab,2026-01-24,quantile,0.025,0
2026-01-10,pct wk rsv lab det,2,ab,2026-01-24,quantile,0.1,0
2026-01-10,pct wk rsv lab det,2,ab,2026-01-24,quantile,0.25,1
2026-01-10,pct wk rsv lab det,2,ab,2026-01-24,quantile,0.5,3
2026-01-10,pct wk rsv lab det,2,ab,2026-01-24,quantile,0.75,6
2026-01-10,pct wk rsv lab det,2,ab,2026-01-24,quantile,0.9,7
2026-01-10,pct wk rsv lab det,2,ab,2026-01-24,quantile,0.975,7
2026-01-10,pct wk rsv lab det,3,ab,2026-01-31,quantile,0.025,0
2026-01-10,pct wk rsv lab det,3,ab,2026-01-31,quantile,0.1,0
2026-01-10,pct wk rsv lab det,3,ab,2026-01-31,quantile,0.25,1
2026-01-10,pct wk rsv lab det,3,ab,2026-01-31,quantile,0.5,3
2026-01-10,pct wk rsv lab det,3,ab,2026-01-31,quantile,0.75,5
2026-01-10,pct wk rsv lab det,3,ab,2026-01-31,quantile,0.9,7
2026-01-10,pct wk rsv lab det,3,ab,2026-01-31,quantile,0.975,7
2026-01-10,pct wk covid lab det,-1,atlantic,2026-01-03,quantile,0.025,0
2026-01-10,pct wk covid lab det,-1,atlantic,2026-01-03,quantile,0.1,0
2026-01-10,pct wk covid lab det,-1,atlantic,2026-01-03,quantile,0.25,3
2026-01-10,pct wk covid lab det,-1,atlantic,2026-01-03,quantile,0.5,7
2026-01-10,pct wk covid lab det,-1,atlantic,2026-01-03,quantile,0.75,12
2026-01-10,pct wk covid lab det,-1,atlantic,2026-01-03,quantile,0.9,14
2026-01-10,pct wk covid lab det,-1,atlantic,2026-01-03,quantile,0.975,15
2026-01-10,pct wk covid lab det,0,atlantic,2026-01-10,quantile,0.025,0
2026-01-10,pct wk covid lab det,0,atlantic,2026-01-10,quantile,0.1,0
2026-01-10,pct wk covid lab det,0,atlantic,2026-01-10,quantile,0.25,3
2026-01-10,pct wk covid lab det,0,atlantic,2026-01-10,quantile,0.5,7
2026-01-10,pct wk covid lab det,0,atlantic,2026-01-10,quantile,0.75,11
2026-01-10,pct wk covid lab det,0,atlantic,2026-01-10,quantile,0.9,13
2026-01-10,pct wk covid lab det,0,atlantic,2026-01-10,quantile,0.975,14
2026-01-10,pct wk covid lab det,1,atlantic,2026-01-17,quantile,0.025,0
2026-01-10,pct wk covid lab det,1,atlantic,2026-01-17,quantile,0.1,0
2026-01-10,pct wk covid lab det,1,atlantic,2026-01-17,quantile,0.25,2
2026-01-10,pct wk covid lab det,1,atlantic,2026-01-17,quantile,0.5,7
2026-01-10,pct wk covid lab det,1,atlantic,2026-01-17,quantile,0.75,11
2026-01-10,pct wk covid lab det,1,atlantic,2026-01-17,quantile,0.9,13
2026-01-10,pct wk covid lab det,1,atlantic,2026-01-17,quantile,0.975,14
2026-01-10,pct wk covid lab det,2,atlantic,2026-01-24,quantile,0.025,0
2026-01-10,pct wk covid lab det,2,atlantic,2026-01-24,quantile,0.1,0
2026-01-10,pct wk covid lab det,2,atlantic,2026-01-24,quantile,0.25,3
2026-01-10,pct wk covid lab det,2,atlantic,2026-01-24,quantile,0.5,7
2026-01-10,pct wk covid lab det,2,atlantic,2026-01-24,quantile,0.75,11
2026-01-10,pct wk covid lab det,2,atlantic,2026-01-24,quantile,0.9,13
2026-01-10,pct wk covid lab det,2,atlantic,2026-01-24,quantile,0.975,14
2026-01-10,pct wk covid lab det,3,atlantic,2026-01-31,quantile,0.025,0
2026-01-10,pct wk covid lab det,3,atlantic,2026-01-31,quantile,0.1,0
2026-01-10,pct wk covid lab det,3,atlantic,2026-01-31,quantile,0.25,2
2026-01-10,pct wk covid lab det,3,atlantic,2026-01-31,quantile,0.5,7
2026-01-10,pct wk covid lab det,3,atlantic,2026-01-31,quantile,0.75,11
2026-01-10,pct wk covid lab det,3,atlantic,2026-01-31,quantile,0.9,13
2026-01-10,pct wk covid lab det,3,atlantic,2026-01-31,quantile,0.975,14
2026-01-10,pct wk flu lab det,-1,atlantic,2026-01-03,quantile,0.025,0
2026-01-10,pct wk flu lab det,-1,atlantic,2026-01-03,quantile,0.1,2
2026-01-10,pct wk flu lab det,-1,atlantic,2026-01-03,quantile,0.25,9
2026-01-10,pct wk flu lab det,-1,atlantic,2026-01-03,quantile,0.5,23
2026-01-10,pct wk flu lab det,-1,atlantic,2026-01-03,quantile,0.75,37
2026-01-10,pct wk flu lab det,-1,atlantic,2026-01-03,quantile,0.9,44
2026-01-10,pct wk flu lab det,-1,atlantic,2026-01-03,quantile,0.975,47
2026-01-10,pct wk flu lab det,0,atlantic,2026-01-10,quantile,0.025,0
2026-01-10,pct wk flu lab det,0,atlantic,2026-01-10,quantile,0.1,3
2026-01-10,pct wk flu lab det,0,atlantic,2026-01-10,quantile,0.25,10
2026-01-10,pct wk flu lab det,0,atlantic,2026-01-10,quantile,0.5,24
2026-01-10,pct wk flu lab det,0,atlantic,2026-01-10,quantile,0.75,38
2026-01-10,pct wk flu lab det,0,atlantic,2026-01-10,quantile,0.9,46
2026-01-10,pct wk flu lab det,0,atlantic,2026-01-10,quantile,0.975,49
2026-01-10,pct wk flu lab det,1,atlantic,2026-01-17,quantile,0.025,0
2026-01-10,pct wk flu lab det,1,atlantic,2026-01-17,quantile,0.1,3
2026-01-10,pct wk flu lab det,1,atlantic,2026-01-17,quantile,0.25,10
2026-01-10,pct wk flu lab det,1,atlantic,2026-01-17,quantile,0.5,25
2026-01-10,pct wk flu lab det,1,atlantic,2026-01-17,quantile,0.75,39
2026-01-10,pct wk flu lab det,1,atlantic,2026-01-17,quantile,0.9,47
2026-01-10,pct wk flu lab det,1,atlantic,2026-01-17,quantile,0.975,50
2026-01-10,pct wk flu lab det,2,atlantic,2026-01-24,quantile,0.025,0
2026-01-10,pct wk flu lab det,2,atlantic,2026-01-24,quantile,0.1,3
2026-01-10,pct wk flu lab det,2,atlantic,2026-01-24,quantile,0.25,10
2026-01-10,pct wk flu lab det,2,atlantic,2026-01-24,quantile,0.5,26
2026-01-10,pct wk flu lab det,2,atlantic,2026-01-24,quantile,0.75,41
2026-01-10,pct wk flu lab det,2,atlantic,2026-01-24,quantile,0.9,48
2026-01-10,pct wk flu lab det,2,atlantic,2026-01-24,quantile,0.975,52
2026-01-10,pct wk flu lab det,3,atlantic,2026-01-31,quantile,0.025,0
2026-01-10,pct wk flu lab det,3,atlantic,2026-01-31,quantile,0.1,3
2026-01-10,pct wk flu lab det,3,atlantic,2026-01-31,quantile,0.25,11
2026-01-10,pct wk flu lab det,3,atlantic,2026-01-31,quantile,0.5,25
2026-01-10,pct wk flu lab det,3,atlantic,2026-01-31,quantile,0.75,40
2026-01-10,pct wk flu lab det,3,atlantic,2026-01-31,quantile,0.9,48
2026-01-10,pct wk flu lab det,3,atlantic,2026-01-31,quantile,0.975,51
2026-01-10,pct wk rsv lab det,-1,atlantic,2026-01-03,quantile,0.025,0
2026-01-10,pct wk rsv lab det,-1,atlantic,2026-01-03,quantile,0.1,0
2026-01-10,pct wk rsv lab det,-1,atlantic,2026-01-03,quantile,0.25,0
2026-01-10,pct wk rsv lab det,-1,atlantic,2026-01-03,quantile,0.5,2
2026-01-10,pct wk rsv lab det,-1,atlantic,2026-01-03,quantile,0.75,3
2026-01-10,pct wk rsv lab det,-1,atlantic,2026-01-03,quantile,0.9,4
2026-01-10,pct wk rsv lab det,-1,atlantic,2026-01-03,quantile,0.975,4
2026-01-10,pct wk rsv lab det,0,atlantic,2026-01-10,quantile,0.025,0
2026-01-10,pct wk rsv lab det,0,atlantic,2026-01-10,quantile,0.1,0
2026-01-10,pct wk rsv lab det,0,atlantic,2026-01-10,quantile,0.25,1
2026-01-10,pct wk rsv lab det,0,atlantic,2026-01-10,quantile,0.5,2
2026-01-10,pct wk rsv lab det,0,atlantic,2026-01-10,quantile,0.75,4
2026-01-10,pct wk rsv lab det,0,atlantic,2026-01-10,quantile,0.9,4
2026-01-10,pct wk rsv lab det,0,atlantic,2026-01-10,quantile,0.975,5
2026-01-10,pct wk rsv lab det,1,atlantic,2026-01-17,quantile,0.025,0
2026-01-10,pct wk rsv lab det,1,atlantic,2026-01-17,quantile,0.1,0
2026-01-10,pct wk rsv lab det,1,atlantic,2026-01-17,quantile,0.25,1
2026-01-10,pct wk rsv lab det,1,atlantic,2026-01-17,quantile,0.5,2
2026-01-10,pct wk rsv lab det,1,atlantic,2026-01-17,quantile,0.75,4
2026-01-10,pct wk rsv lab det,1,atlantic,2026-01-17,quantile,0.9,5
2026-01-10,pct wk rsv lab det,1,atlantic,2026-01-17,quantile,0.975,5
2026-01-10,pct wk rsv lab det,2,atlantic,2026-01-24,quantile,0.025,0
2026-01-10,pct wk rsv lab det,2,atlantic,2026-01-24,quantile,0.1,0
2026-01-10,pct wk rsv lab det,2,atlantic,2026-01-24,quantile,0.25,1
2026-01-10,pct wk rsv lab det,2,atlantic,2026-01-24,quantile,0.5,2
2026-01-10,pct wk rsv lab det,2,atlantic,2026-01-24,quantile,0.75,4
2026-01-10,pct wk rsv lab det,2,atlantic,2026-01-24,quantile,0.9,5
2026-01-10,pct wk rsv lab det,2,atlantic,2026-01-24,quantile,0.975,5
2026-01-10,pct wk rsv lab det,3,atlantic,2026-01-31,quantile,0.025,0
2026-01-10,pct wk rsv lab det,3,atlantic,2026-01-31,quantile,0.1,0
2026-01-10,pct wk rsv lab det,3,atlantic,2026-01-31,quantile,0.25,1
2026-01-10,pct wk rsv lab det,3,atlantic,2026-01-31,quantile,0.5,2
2026-01-10,pct wk rsv lab det,3,atlantic,2026-01-31,quantile,0.75,4
2026-01-10,pct wk rsv lab det,3,atlantic,2026-01-31,quantile,0.9,5
2026-01-10,pct wk rsv lab det,3,atlantic,2026-01-31,quantile,0.975,5
2026-01-10,pct wk covid lab det,-1,bc,2026-01-03,quantile,0.025,0
2026-01-10,pct wk covid lab det,-1,bc,2026-01-03,quantile,0.1,0
2026-01-10,pct wk covid lab det,-1,bc,2026-01-03,quantile,0.25,1
2026-01-10,pct wk covid lab det,-1,bc,2026-01-03,quantile,0.5,2
2026-01-10,pct wk covid lab det,-1,bc,2026-01-03,quantile,0.75,4
2026-01-10,pct wk covid lab det,-1,bc,2026-01-03,quantile,0.9,5
2026-01-10,pct wk covid lab det,-1,bc,2026-01-03,quantile,0.975,5
2026-01-10,pct wk covid lab det,0,bc,2026-01-10,quantile,0.025,0
2026-01-10,pct wk covid lab det,0,bc,2026-01-10,quantile,0.1,0
2026-01-10,pct wk covid lab det,0,bc,2026-01-10,quantile,0.25,1
2026-01-10,pct wk covid lab det,0,bc,2026-01-10,quantile,0.5,2
2026-01-10,pct wk covid lab det,0,bc,2026-01-10,quantile,0.75,4
2026-01-10,pct wk covid lab det,0,bc,2026-01-10,quantile,0.9,5
2026-01-10,pct wk covid lab det,0,bc,2026-01-10,quantile,0.975,5
2026-01-10,pct wk covid lab det,1,bc,2026-01-17,quantile,0.025,0
2026-01-10,pct wk covid lab det,1,bc,2026-01-17,quantile,0.1,0
2026-01-10,pct wk covid lab det,1,bc,2026-01-17,quantile,0.25,1
2026-01-10,pct wk covid lab det,1,bc,2026-01-17,quantile,0.5,3
2026-01-10,pct wk covid lab det,1,bc,2026-01-17,quantile,0.75,4
2026-01-10,pct wk covid lab det,1,bc,2026-01-17,quantile,0.9,5
2026-01-10,pct wk covid lab det,1,bc,2026-01-17,quantile,0.975,6
2026-01-10,pct wk covid lab det,2,bc,2026-01-24,quantile,0.025,0
2026-01-10,pct wk covid lab det,2,bc,2026-01-24,quantile,0.1,0
2026-01-10,pct wk covid lab det,2,bc,2026-01-24,quantile,0.25,1
2026-01-10,pct wk covid lab det,2,bc,2026-01-24,quantile,0.5,2
2026-01-10,pct wk covid lab det,2,bc,2026-01-24,quantile,0.75,4
2026-01-10,pct wk covid lab det,2,bc,2026-01-24,quantile,0.9,5
2026-01-10,pct wk covid lab det,2,bc,2026-01-24,quantile,0.975,5
2026-01-10,pct wk covid lab det,3,bc,2026-01-31,quantile,0.025,0
2026-01-10,pct wk covid lab det,3,bc,2026-01-31,quantile,0.1,0
2026-01-10,pct wk covid lab det,3,bc,2026-01-31,quantile,0.25,1
2026-01-10,pct wk covid lab det,3,bc,2026-01-31,quantile,0.5,2
2026-01-10,pct wk covid lab det,3,bc,2026-01-31,quantile,0.75,3
2026-01-10,pct wk covid lab det,3,bc,2026-01-31,quantile,0.9,4
2026-01-10,pct wk covid lab det,3,bc,2026-01-31,quantile,0.975,4
2026-01-10,pct wk flu lab det,-1,bc,2026-01-03,quantile,0.025,0
2026-01-10,pct wk flu lab det,-1,bc,2026-01-03,quantile,0.1,3
2026-01-10,pct wk flu lab det,-1,bc,2026-01-03,quantile,0.25,10
2026-01-10,pct wk flu lab det,-1,bc,2026-01-03,quantile,0.5,24
2026-01-10,pct wk flu lab det,-1,bc,2026-01-03,quantile,0.75,39
2026-01-10,pct wk flu lab det,-1,bc,2026-01-03,quantile,0.9,46
2026-01-10,pct wk flu lab det,-1,bc,2026-01-03,quantile,0.975,49
2026-01-10,pct wk flu lab det,0,bc,2026-01-10,quantile,0.025,0
2026-01-10,pct wk flu lab det,0,bc,2026-01-10,quantile,0.1,3
2026-01-10,pct wk flu lab det,0,bc,2026-01-10,quantile,0.25,11
2026-01-10,pct wk flu lab det,0,bc,2026-01-10,quantile,0.5,25
2026-01-10,pct wk flu lab det,0,bc,2026-01-10,quantile,0.75,40
2026-01-10,pct wk flu lab det,0,bc,2026-01-10,quantile,0.9,47
2026-01-10,pct wk flu lab det,0,bc,2026-01-10,quantile,0.975,50
2026-01-10,pct wk flu lab det,1,bc,2026-01-17,quantile,0.025,1
2026-01-10,pct wk flu lab det,1,bc,2026-01-17,quantile,0.1,4
2026-01-10,pct wk flu lab det,1,bc,2026-01-17,quantile,0.25,11
2026-01-10,pct wk flu lab det,1,bc,2026-01-17,quantile,0.5,26
2026-01-10,pct wk flu lab det,1,bc,2026-01-17,quantile,0.75,41
2026-01-10,pct wk flu lab det,1,bc,2026-01-17,quantile,0.9,48
2026-01-10,pct wk flu lab det,1,bc,2026-01-17,quantile,0.975,52
2026-01-10,pct wk flu lab det,2,bc,2026-01-24,quantile,0.025,3
2026-01-10,pct wk flu lab det,2,bc,2026-01-24,quantile,0.1,6
2026-01-10,pct wk flu lab det,2,bc,2026-01-24,quantile,0.25,13
2026-01-10,pct wk flu lab det,2,bc,2026-01-24,quantile,0.5,27
2026-01-10,pct wk flu lab det,2,bc,2026-01-24,quantile,0.75,41
2026-01-10,pct wk flu lab det,2,bc,2026-01-24,quantile,0.9,48
2026-01-10,pct wk flu lab det,2,bc,2026-01-24,quantile,0.975,51
2026-01-10,pct wk flu lab det,3,bc,2026-01-31,quantile,0.025,1
2026-01-10,pct wk flu lab det,3,bc,2026-01-31,quantile,0.1,4
2026-01-10,pct wk flu lab det,3,bc,2026-01-31,quantile,0.25,11
2026-01-10,pct wk flu lab det,3,bc,2026-01-31,quantile,0.5,25
2026-01-10,pct wk flu lab det,3,bc,2026-01-31,quantile,0.75,39
2026-01-10,pct wk flu lab det,3,bc,2026-01-31,quantile,0.9,46
2026-01-10,pct wk flu lab det,3,bc,2026-01-31,quantile,0.975,48
2026-01-10,pct wk rsv lab det,-1,bc,2026-01-03,quantile,0.025,0
2026-01-10,pct wk rsv lab det,-1,bc,2026-01-03,quantile,0.1,1
2026-01-10,pct wk rsv lab det,-1,bc,2026-01-03,quantile,0.25,2
2026-01-10,pct wk rsv lab det,-1,bc,2026-01-03,quantile,0.5,4
2026-01-10,pct wk rsv lab det,-1,bc,2026-01-03,quantile,0.75,7
2026-01-10,pct wk rsv lab det,-1,bc,2026-01-03,quantile,0.9,8
2026-01-10,pct wk rsv lab det,-1,bc,2026-01-03,quantile,0.975,8
2026-01-10,pct wk rsv lab det,0,bc,2026-01-10,quantile,0.025,0
2026-01-10,pct wk rsv lab det,0,bc,2026-01-10,quantile,0.1,0
2026-01-10,pct wk rsv lab det,0,bc,2026-01-10,quantile,0.25,1
2026-01-10,pct wk rsv lab det,0,bc,2026-01-10,quantile,0.5,4
2026-01-10,pct wk rsv lab det,0,bc,2026-01-10,quantile,0.75,6
2026-01-10,pct wk rsv lab det,0,bc,2026-01-10,quantile,0.9,8
2026-01-10,pct wk rsv lab det,0,bc,2026-01-10,quantile,0.975,8
2026-01-10,pct wk rsv lab det,1,bc,2026-01-17,quantile,0.025,0
2026-01-10,pct wk rsv lab det,1,bc,2026-01-17,quantile,0.1,0
2026-01-10,pct wk rsv lab det,1,bc,2026-01-17,quantile,0.25,1
2026-01-10,pct wk rsv lab det,1,bc,2026-01-17,quantile,0.5,4
2026-01-10,pct wk rsv lab det,1,bc,2026-01-17,quantile,0.75,6
2026-01-10,pct wk rsv lab det,1,bc,2026-01-17,quantile,0.9,7
2026-01-10,pct wk rsv lab det,1,bc,2026-01-17,quantile,0.975,8
2026-01-10,pct wk rsv lab det,2,bc,2026-01-24,quantile,0.025,0
2026-01-10,pct wk rsv lab det,2,bc,2026-01-24,quantile,0.1,0
2026-01-10,pct wk rsv lab det,2,bc,2026-01-24,quantile,0.25,1
2026-01-10,pct wk rsv lab det,2,bc,2026-01-24,quantile,0.5,4
2026-01-10,pct wk rsv lab det,2,bc,2026-01-24,quantile,0.75,6
2026-01-10,pct wk rsv lab det,2,bc,2026-01-24,quantile,0.9,7
2026-01-10,pct wk rsv lab det,2,bc,2026-01-24,quantile,0.975,8
2026-01-10,pct wk rsv lab det,3,bc,2026-01-31,quantile,0.025,0
2026-01-10,pct wk rsv lab det,3,bc,2026-01-31,quantile,0.1,0
2026-01-10,pct wk rsv lab det,3,bc,2026-01-31,quantile,0.25,2
2026-01-10,pct wk rsv lab det,3,bc,2026-01-31,quantile,0.5,4
2026-01-10,pct wk rsv lab det,3,bc,2026-01-31,quantile,0.75,6
2026-01-10,pct wk rsv lab det,3,bc,2026-01-31,quantile,0.9,8
2026-01-10,pct wk rsv lab det,3,bc,2026-01-31,quantile,0.975,8
2026-01-10,pct wk covid lab det,-1,ca,2026-01-03,quantile,0.025,0
2026-01-10,pct wk covid lab det,-1,ca,2026-01-03,quantile,0.1,0
2026-01-10,pct wk covid lab det,-1,ca,2026-01-03,quantile,0.25,2
2026-01-10,pct wk covid lab det,-1,ca,2026-01-03,quantile,0.5,5
2026-01-10,pct wk covid lab det,-1,ca,2026-01-03,quantile,0.75,8
2026-01-10,pct wk covid lab det,-1,ca,2026-01-03,quantile,0.9,9
2026-01-10,pct wk covid lab det,-1,ca,2026-01-03,quantile,0.975,10
2026-01-10,pct wk covid lab det,0,ca,2026-01-10,quantile,0.025,0
2026-01-10,pct wk covid lab det,0,ca,2026-01-10,quantile,0.1,0
2026-01-10,pct wk covid lab det,0,ca,2026-01-10,quantile,0.25,1
2026-01-10,pct wk covid lab det,0,ca,2026-01-10,quantile,0.5,4
2026-01-10,pct wk covid lab det,0,ca,2026-01-10,quantile,0.75,7
2026-01-10,pct wk covid lab det,0,ca,2026-01-10,quantile,0.9,8
2026-01-10,pct wk covid lab det,0,ca,2026-01-10,quantile,0.975,9
2026-01-10,pct wk covid lab det,1,ca,2026-01-17,quantile,0.025,0
2026-01-10,pct wk covid lab det,1,ca,2026-01-17,quantile,0.1,0
2026-01-10,pct wk covid lab det,1,ca,2026-01-17,quantile,0.25,1
2026-01-10,pct wk covid lab det,1,ca,2026-01-17,quantile,0.5,4
2026-01-10,pct wk covid lab det,1,ca,2026-01-17,quantile,0.75,6
2026-01-10,pct wk covid lab det,1,ca,2026-01-17,quantile,0.9,7
2026-01-10,pct wk covid lab det,1,ca,2026-01-17,quantile,0.975,8
2026-01-10,pct wk covid lab det,2,ca,2026-01-24,quantile,0.025,0
2026-01-10,pct wk covid lab det,2,ca,2026-01-24,quantile,0.1,0
2026-01-10,pct wk covid lab det,2,ca,2026-01-24,quantile,0.25,1
2026-01-10,pct wk covid lab det,2,ca,2026-01-24,quantile,0.5,3
2026-01-10,pct wk covid lab det,2,ca,2026-01-24,quantile,0.75,5
2026-01-10,pct wk covid lab det,2,ca,2026-01-24,quantile,0.9,6
2026-01-10,pct wk covid lab det,2,ca,2026-01-24,quantile,0.975,6
2026-01-10,pct wk covid lab det,3,ca,2026-01-31,quantile,0.025,0
2026-01-10,pct wk covid lab det,3,ca,2026-01-31,quantile,0.1,0
2026-01-10,pct wk covid lab det,3,ca,2026-01-31,quantile,0.25,1
2026-01-10,pct wk covid lab det,3,ca,2026-01-31,quantile,0.5,2
