reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-01-17,pct wk flu lab det,3,ab,2026-02-07,quantile,0.5,14
2026-01-17,pct wk flu lab det,3,ab,2026-02-07,quantile,0.75,22
2026-01-17,pct wk flu lab det,3,ab,2026-02-07,quantile,0.9,26
2026-01-17,pct wk flu lab det,3,ab,2026-02-07,quantile,0.975,28
2026-01-17,pct wk rsv lab det,-1,ab,2026-01-10,quantile,0.025,0
2026-01-17,pct wk rsv lab det,-1,ab,2026-01-10,quantile,0.1,0
2026-01-17,pct wk rsv lab det,-1,ab,2026-01-10,quantile,0.25,1
2026-01-17,pct wk rsv lab det,-1,ab,2026-01-10,quantile,0.5,4
2026-01-17,pct wk rsv lab det,-1,ab,2026-01-10,quantile,0.75,7
2026-01-17,pct wk rsv lab det,-1,ab,2026-01-10,quantile,0.9,8
2026-01-17,pct wk rsv lab det,-1,ab,2026-01-10,quantile,0.975,9
2026-01-17,pct wk rsv lab det,0,ab,2026-01-17,quantile,0.025,0
2026-01-17,pct wk rsv lab det,0,ab,2026-01-17,quantile,0.1,0
2026-01-17,pct wk rsv lab det,0,ab,2026-01-17,quantile,0.25,1
2026-01-17,pct wk rsv lab det,0,ab,2026-01-17,quantile,0.5,4
2026-01-17,pct wk rsv lab det,0,ab,2026-01-17,quantile,0.75,7
2026-01-17,pct wk rsv lab det,0,ab,2026-01-17,quantile,0.9,8
2026-01-17,pct wk rsv lab det,0,ab,2026-01-17,quantile,0.975,8
2026-01-17,pct wk rsv lab det,1,ab,2026-01-24,quantile,0.025,0
2026-01-17,pct wk rsv lab det,1,ab,2026-01-24,quantile,0.1,0
2026-01-17,pct wk rsv lab det,1,ab,2026-01-24,quantile,0.25,1
2026-01-17,pct wk rsv lab det,1,ab,2026-01-24,quantile,0.5,4
2026-01-17,pct wk rsv lab det,1,ab,2026-01-24,quantile,0.75,7
2026-01-17,pct wk rsv lab det,1,ab,2026-01-24,quantile,0.9,8
2026-01-17,pct wk rsv lab det,1,ab,2026-01-24,quantile,0.975,8
2026-01-17,pct wk rsv lab det,2,ab,2026-01-31,quantile,0.025,0
2026-01-17,pct wk rsv lab det,2,ab,2026-01-31,quantile,0.1,0
2026-01-17,pct wk rsv lab det,2,ab,2026-01-31,quantile,0.25,1
2026-01-17,pct wk rsv lab det,2,ab,2026-01-31,quantile,0.5,4
2026-01-17,pct wk rsv lab det,2,ab,2026-01-31,quantile,0.75,7
2026-01-17,pct wk rsv lab det,2,ab,2026-01-31,quantile,0.9,8
2026-01-17,pct wk rsv lab det,2,ab,2026-01-31,quantile,0.975,9
2026-01-17,pct wk rsv lab det,3,ab,2026-02-07,quantile,0.025,0
2026-01-17,pct wk rsv lab det,3,ab,2026-02-07,quantile,0.1,0
2026-01-17,pct wk rsv lab det,3,ab,2026-02-07,quantile,0.25,2
2026-01-17,pct wk rsv lab det,3,ab,2026-02-07,quantile,0.5,4
2026-01-17,pct wk rsv lab det,3,ab,2026-02-07,quantile,0.75,7
2026-01-17,pct wk rsv lab det,3,ab,2026-02-07,quantile,0.9,9
2026-01-17,pct wk rsv lab det,3,ab,2026-02-07,quantile,0.975,9
2026-01-17,pct wk covid lab det,-1,atlantic,2026-01-10,quantile,0.025,0
2026-01-17,pct wk covid lab det,-1,atlantic,2026-01-10,quantile,0.1,0
2026-01-17,pct wk covid lab det,-1,atlantic,2026-01-10,quantile,0.25,2
2026-01-17,pct wk covid lab det,-1,atlantic,2026-01-10,quantile,0.5,6
2026-01-17,pct wk covid lab det,-1,atlantic,2026-01-10,quantile,0.75,10
2026-01-17,pct wk covid lab det,-1,atlantic,2026-01-10,quantile,0.9,12
2026-01-17,pct wk covid lab det,-1,atlantic,2026-01-10,quantile,0.975,13
2026-01-17,pct wk covid lab det,0,atlantic,2026-01-17,quantile,0.025,0
2026-01-17,pct wk covid lab det,0,atlantic,2026-01-17,quantile,0.1,0
2026-01-17,pct wk covid lab det,0,atlantic,2026-01-17,quantile,0.25,2
2026-01-17,pct wk covid lab det,0,atlantic,2026-01-17,quantile,0.5,5
2026-01-17,pct wk covid lab det,0,atlantic,2026-01-17,quantile,0.75,9
2026-01-17,pct wk covid lab det,0,atlantic,2026-01-17,quantile,0.9,10
2026-01-17,pct wk covid lab det,0,atlantic,2026-01-17,quantile,0.975,11
2026-01-17,pct wk covid lab det,1,atlantic,2026-01-24,quantile,0.025,0
2026-01-17,pct wk covid lab det,1,atlantic,2026-01-24,quantile,0.1,0
2026-01-17,pct wk covid lab det,1,atlantic,2026-01-24,quantile,0.25,2
2026-01-17,pct wk covid lab det,1,atlantic,2026-01-24,quantile,0.5,5
2026-01-17,pct wk covid lab det,1,atlantic,2026-01-24,quantile,0.75,9
2026-01-17,pct wk covid lab det,1,atlantic,2026-01-24,quantile,0.9,10
2026-01-17,pct wk covid lab det,1,atlantic,2026-01-24,quantile,0.975,11
2026-01-17,pct wk covid lab det,2,atlantic,2026-01-31,quantile,0.025,0
2026-01-17,pct wk covid lab det,2,atlantic,2026-01-31,quantile,0.1,0
2026-01-17,pct wk covid lab det,2,atlantic,2026-01-31,quantile,0.25,2
2026-01-17,pct wk covid lab det,2,atlantic,2026-01-31,quantile,0.5,5
2026-01-17,pct wk covid lab det,2,atlantic,2026-01-31,quantile,0.75,8
2026-01-17,pct wk covid lab det,2,atlantic,2026-01-31,quantile,0.9,10
2026-01-17,pct wk covid lab det,2,atlantic,2026-01-31,quantile,0.975,10
2026-01-17,pct wk covid lab det,3,atlantic,2026-02-07,quantile,0.025,0
2026-01-17,pct wk covid lab det,3,atlantic,2026-02-07,quantile,0.1,0
2026-01-17,pct wk covid lab det,3,atlantic,2026-02-07,quantile,0.25,2
2026-01-17,pct wk covid lab det,3,atlantic,2026-02-07,quantile,0.5,5
2026-01-17,pct wk covid lab det,3,atlantic,2026-02-07,quantile,0.75,8
2026-01-17,pct wk covid lab det,3,atlantic,2026-02-07,quantile,0.9,10
2026-01-17,pct wk covid lab det,3,atlantic,2026-02-07,quantile,0.975,11
2026-01-17,pct wk flu lab det,-1,atlantic,2026-01-10,quantile,0.025,0
2026-01-17,pct wk flu lab det,-1,atlantic,2026-01-10,quantile,0.1,2
2026-01-17,pct wk flu lab det,-1,atlantic,2026-01-10,quantile,0.25,6
2026-01-17,pct wk flu lab det,-1,atlantic,2026-01-10,quantile,0.5,16
2026-01-17,pct wk flu lab det,-1,atlantic,2026-01-10,quantile,0.75,26
2026-01-17,pct wk flu lab det,-1,atlantic,2026-01-10,quantile,0.9,31
2026-01-17,pct wk flu lab det,-1,atlantic,2026-01-10,quantile,0.975,33
2026-01-17,pct wk flu lab det,0,atlantic,2026-01-17,quantile,0.025,0
2026-01-17,pct wk flu lab det,0,atlantic,2026-01-17,quantile,0.1,2
2026-01-17,pct wk flu lab det,0,atlantic,2026-01-17,quantile,0.25,6
2026-01-17,pct wk flu lab det,0,atlantic,2026-01-17,quantile,0.5,16
2026-01-17,pct wk flu lab det,0,atlantic,2026-01-17,quantile,0.75,26
2026-01-17,pct wk flu lab det,0,atlantic,2026-01-17,quantile,0.9,31
2026-01-17,pct wk flu lab det,0,atlantic,2026-01-17,quantile,0.975,33
2026-01-17,pct wk flu lab det,1,atlantic,2026-01-24,quantile,0.025,0
2026-01-17,pct wk flu lab det,1,atlantic,2026-01-24,quantile,0.1,2
2026-01-17,pct wk flu lab det,1,atlantic,2026-01-24,quantile,0.25,7
2026-01-17,pct wk flu lab det,1,atlantic,2026-01-24,quantile,0.5,17
2026-01-17,pct wk flu lab det,1,atlantic,2026-01-24,quantile,0.75,28
2026-01-17,pct wk flu lab det,1,atlantic,2026-01-24,quantile,0.9,33
2026-01-17,pct wk flu lab det,1,atlantic,2026-01-24,quantile,0.975,35
2026-01-17,pct wk flu lab det,2,atlantic,2026-01-31,quantile,0.025,0
2026-01-17,pct wk flu lab det,2,atlantic,2026-01-31,quantile,0.1,2
2026-01-17,pct wk flu lab det,2,atlantic,2026-01-31,quantile,0.25,7
2026-01-17,pct wk flu lab det,2,atlantic,2026-01-31,quantile,0.5,18
2026-01-17,pct wk flu lab det,2,atlantic,2026-01-31,quantile,0.75,30
2026-01-17,pct wk flu lab det,2,atlantic,2026-01-31,quantile,0.9,35
2026-01-17,pct wk flu lab det,2,atlantic,2026-01-31,quantile,0.975,37
2026-01-17,pct wk flu lab det,3,atlantic,2026-02-07,quantile,0.025,0
2026-01-17,pct wk flu lab det,3,atlantic,2026-02-07,quantile,0.1,2
2026-01-17,pct wk flu lab det,3,atlantic,2026-02-07,quantile,0.25,7
2026-01-17,pct wk flu lab det,3,atlantic,2026-02-07,quantile,0.5,17
2026-01-17,pct wk flu lab det,3,atlantic,2026-02-07,quantile,0.75,27
2026-01-17,pct wk flu lab det,3,atlantic,2026-02-07,quantile,0.9,33
2026-01-17,pct wk flu lab det,3,atlantic,2026-02-07,quantile,0.975,35
2026-01-17,pct wk rsv lab det,-1,atlantic,2026-01-10,quantile,0.025,0
2026-01-17,pct wk rsv lab det,-1,atlantic,2026-01-10,quantile,0.1,0
2026-01-17,pct wk rsv lab det,-1,atlantic,2026-01-10,quantile,0.25,1
2026-01-17,pct wk rsv lab det,-1,atlantic,2026-01-10,quantile,0.5,3
2026-01-17,pct wk rsv lab det,-1,atlantic,2026-01-10,quantile,0.75,5
2026-01-17,pct wk rsv lab det,-1,atlantic,2026-01-10,quantile,0.9,6
2026-01-17,pct wk rsv lab det,-1,atlantic,2026-01-10,quantile,0.975,6
2026-01-17,pct wk rsv lab det,0,atlantic,2026-01-17,quantile,0.025,0
2026-01-17,pct wk rsv lab det,0,atlantic,2026-01-17,quantile,0.1,0
2026-01-17,pct wk rsv lab det,0,atlantic,2026-01-17,quantile,0.25,1
2026-01-17,pct wk rsv lab det,0,atlantic,2026-01-17,quantile,0.5,3
2026-01-17,pct wk rsv lab det,0,atlantic,2026-01-17,quantile,0.75,5
2026-01-17,pct wk rsv lab det,0,atlantic,2026-01-17,quantile,0.9,6
2026-01-17,pct wk rsv lab det,0,atlantic,2026-01-17,quantile,0.975,6
2026-01-17,pct wk rsv lab det,1,atlantic,2026-01-24,quantile,0.025,0
2026-01-17,pct wk rsv lab det,1,atlantic,2026-01-24,quantile,0.1,0
2026-01-17,pct wk rsv lab det,1,atlantic,2026-01-24,quantile,0.25,1
2026-01-17,pct wk rsv lab det,1,atlantic,2026-01-24,quantile,0.5,3
2026-01-17,pct wk rsv lab det,1,atlantic,2026-01-24,quantile,0.75,5
2026-01-17,pct wk rsv lab det,1,atlantic,2026-01-24,quantile,0.9,6
2026-01-17,pct wk rsv lab det,1,atlantic,2026-01-24,quantile,0.975,6
2026-01-17,pct wk rsv lab det,2,atlantic,2026-01-31,quantile,0.025,0
2026-01-17,pct wk rsv lab det,2,atlantic,2026-01-31,quantile,0.1,0
2026-01-17,pct wk rsv lab det,2,atlantic,2026-01-31,quantile,0.25,1
2026-01-17,pct wk rsv lab det,2,atlantic,2026-01-31,quantile,0.5,3
2026-01-17,pct wk rsv lab det,2,atlantic,2026-01-31,quantile,0.75,5
2026-01-17,pct wk rsv lab det,2,atlantic,2026-01-31,quantile,0.9,6
2026-01-17,pct wk rsv lab det,2,atlantic,2026-01-31,quantile,0.975,6
2026-01-17,pct wk rsv lab det,3,atlantic,2026-02-07,quantile,0.025,0
2026-01-17,pct wk rsv lab det,3,atlantic,2026-02-07,quantile,0.1,0
2026-01-17,pct wk rsv lab det,3,atlantic,2026-02-07,quantile,0.25,1
2026-01-17,pct wk rsv lab det,3,atlantic,2026-02-07,quantile,0.5,3
2026-01-17,pct wk rsv lab det,3,atlantic,2026-02-07,quantile,0.75,5
2026-01-17,pct wk rsv lab det,3,atlantic,2026-02-07,quantile,0.9,6
2026-01-17,pct wk rsv lab det,3,atlantic,2026-02-07,quantile,0.975,7
2026-01-17,pct wk covid lab det,-1,bc,2026-01-10,quantile,0.025,0
2026-01-17,pct wk covid lab det,-1,bc,2026-01-10,quantile,0.1,0
2026-01-17,pct wk covid lab det,-1,bc,2026-01-10,quantile,0.25,1
2026-01-17,pct wk covid lab det,-1,bc,2026-01-10,quantile,0.5,2
2026-01-17,pct wk covid lab det,-1,bc,2026-01-10,quantile,0.75,4
2026-01-17,pct wk covid lab det,-1,bc,2026-01-10,quantile,0.9,4
2026-01-17,pct wk covid lab det,-1,bc,2026-01-10,quantile,0.975,5
2026-01-17,pct wk covid lab det,0,bc,2026-01-17,quantile,0.025,0
2026-01-17,pct wk covid lab det,0,bc,2026-01-17,quantile,0.1,0
2026-01-17,pct wk covid lab det,0,bc,2026-01-17,quantile,0.25,0
2026-01-17,pct wk covid lab det,0,bc,2026-01-17,quantile,0.5,2
2026-01-17,pct wk covid lab det,0,bc,2026-01-17,quantile,0.75,3
2026-01-17,pct wk covid lab det,0,bc,2026-01-17,quantile,0.9,4
2026-01-17,pct wk covid lab det,0,bc,2026-01-17,quantile,0.975,4
2026-01-17,pct wk covid lab det,1,bc,2026-01-24,quantile,0.025,0
2026-01-17,pct wk covid lab det,1,bc,2026-01-24,quantile,0.1,0
2026-01-17,pct wk covid lab det,1,bc,2026-01-24,quantile,0.25,0
2026-01-17,pct wk covid lab det,1,bc,2026-01-24,quantile,0.5,2
2026-01-17,pct wk covid lab det,1,bc,2026-01-24,quantile,0.75,3
2026-01-17,pct wk covid lab det,1,bc,2026-01-24,quantile,0.9,4
2026-01-17,pct wk covid lab det,1,bc,2026-01-24,quantile,0.975,4
2026-01-17,pct wk covid lab det,2,bc,2026-01-31,quantile,0.025,0
2026-01-17,pct wk covid lab det,2,bc,2026-01-31,quantile,0.1,0
2026-01-17,pct wk covid lab det,2,bc,2026-01-31,quantile,0.25,0
2026-01-17,pct wk covid lab det,2,bc,2026-01-31,quantile,0.5,1
2026-01-17,pct wk covid lab det,2,bc,2026-01-31,quantile,0.75,3
2026-01-17,pct wk covid lab det,2,bc,2026-01-31,quantile,0.9,3
2026-01-17,pct wk covid lab det,2,bc,2026-01-31,quantile,0.975,3
2026-01-17,pct wk covid lab det,3,bc,2026-02-07,quantile,0.025,0
2026-01-17,pct wk covid lab det,3,bc,2026-02-07,quantile,0.1,0
2026-01-17,pct wk covid lab det,3,bc,2026-02-07,quantile,0.25,0
2026-01-17,pct wk covid lab det,3,bc,2026-02-07,quantile,0.5,1
2026-01-17,pct wk covid lab det,3,bc,2026-02-07,quantile,0.75,3
2026-01-17,pct wk covid lab det,3,bc,2026-02-07,quantile,0.9,3
2026-01-17,pct wk covid lab det,3,bc,2026-02-07,quantile,0.975,3
2026-01-17,pct wk flu lab det,-1,bc,2026-01-10,quantile,0.025,2
2026-01-17,pct wk flu lab det,-1,bc,2026-01-10,quantile,0.1,5
2026-01-17,pct wk flu lab det,-1,bc,2026-01-10,quantile,0.25,10
2026-01-17,pct wk flu lab det,-1,bc,2026-01-10,quantile,0.5,21
2026-01-17,pct wk flu lab det,-1,bc,2026-01-10,quantile,0.75,32
2026-01-17,pct wk flu lab det,-1,bc,2026-01-10,quantile,0.9,37
2026-01-17,pct wk flu lab det,-1,bc,2026-01-10,quantile,0.975,40
2026-01-17,pct wk flu lab det,0,bc,2026-01-17,quantile,0.025,3
2026-01-17,pct wk flu lab det,0,bc,2026-01-17,quantile,0.1,5
2026-01-17,pct wk flu lab det,0,bc,2026-01-17,quantile,0.25,11
2026-01-17,pct wk flu lab det,0,bc,2026-01-17,quantile,0.5,23
2026-01-17,pct wk flu lab det,0,bc,2026-01-17,quantile,0.75,35
2026-01-17,pct wk flu lab det,0,bc,2026-01-17,quantile,0.9,41
2026-01-17,pct wk flu lab det,0,bc,2026-01-17,quantile,0.975,43
2026-01-17,pct wk flu lab det,1,bc,2026-01-24,quantile,0.025,1
2026-01-17,pct wk flu lab det,1,bc,2026-01-24,quantile,0.1,3
2026-01-17,pct wk flu lab det,1,bc,2026-01-24,quantile,0.25,9
2026-01-17,pct wk flu lab det,1,bc,2026-01-24,quantile,0.5,21
2026-01-17,pct wk flu lab det,1,bc,2026-01-24,quantile,0.75,33
2026-01-17,pct wk flu lab det,1,bc,2026-01-24,quantile,0.9,39
2026-01-17,pct wk flu lab det,1,bc,2026-01-24,quantile,0.975,42
2026-01-17,pct wk flu lab det,2,bc,2026-01-31,quantile,0.025,2
2026-01-17,pct wk flu lab det,2,bc,2026-01-31,quantile,0.1,4
2026-01-17,pct wk flu lab det,2,bc,2026-01-31,quantile,0.25,10
2026-01-17,pct wk flu lab det,2,bc,2026-01-31,quantile,0.5,21
2026-01-17,pct wk flu lab det,2,bc,2026-01-31,quantile,0.75,33
2026-01-17,pct wk flu lab det,2,bc,2026-01-31,quantile,0.9,39
2026-01-17,pct wk flu lab det,2,bc,2026-01-31,quantile,0.975,41
2026-01-17,pct wk flu lab det,3,bc,2026-02-07,quantile,0.025,0
2026-01-17,pct wk flu lab det,3,bc,2026-02-07,quantile,0.1,2
2026-01-17,pct wk flu lab det,3,bc,2026-02-07,quantile,0.25,8
2026-01-17,pct wk flu lab det,3,bc,2026-02-07,quantile,0.5,19
2026-01-17,pct wk flu lab det,3,bc,2026-02-07,quantile,0.75,31
2026-01-17,pct wk flu lab det,3,bc,2026-02-07,quantile,0.9,36
2026-01-17,pct wk flu lab det,3,bc,2026-02-07,quantile,0.975,39
2026-01-17,pct wk rsv lab det,-1,bc,2026-01-10,quantile,0.025,0
2026-01-17,pct wk rsv lab det,-1,bc,2026-01-10,quantile,0.1,0
2026-01-17,pct wk rsv lab det,-1,bc,2026-01-10,quantile,0.25,1
2026-01-17,pct wk rsv lab det,-1,bc,2026-01-10,quantile,0.5,4
2026-01-17,pct wk rsv lab det,-1,bc,2026-01-10,quantile,0.75,6
2026-01-17,pct wk rsv lab det,-1,bc,2026-01-10,quantile,0.9,8
2026-01-17,pct wk rsv lab det,-1,bc,2026-01-10,quantile,0.975,8
2026-01-17,pct wk rsv lab det,0,bc,2026-01-17,quantile,0.025,0
2026-01-17,pct wk rsv lab det,0,bc,2026-01-17,quantile,0.1,0
2026-01-17,pct wk rsv lab det,0,bc,2026-01-17,quantile,0.25,1
2026-01-17,pct wk rsv lab det,0,bc,2026-01-17,quantile,0.5,4
2026-01-17,pct wk rsv lab det,0,bc,2026-01-17,quantile,0.75,6
2026-01-17,pct wk rsv lab det,0,bc,2026-01-17,quantile,0.9,7
2026-01-17,pct wk rsv lab det,0,bc,2026-01-17,quantile,0.975,8
2026-01-17,pct wk rsv lab det,1,bc,2026-01-24,quantile,0.025,0
2026-01-17,pct wk rsv lab det,1,bc,2026-01-24,quantile,0.1,0
2026-01-17,pct wk rsv lab det,1,bc,2026-01-24,quantile,0.25,1
2026-01-17,pct wk rsv lab det,1,bc,2026-01-24,quantile,0.5,4
2026-01-17,pct wk rsv lab det,1,bc,2026-01-24,quantile,0.75,6
2026-01-17,pct wk rsv lab det,1,bc,2026-01-24,quantile,0.9,8
2026-01-17,pct wk rsv lab det,1,bc,2026-01-24,quantile,0.975,8
2026-01-17,pct wk rsv lab det,2,bc,2026-01-31,quantile,0.025,0
2026-01-17,pct wk rsv lab det,2,bc,2026-01-31,quantile,0.1,0
2026-01-17,pct wk rsv lab det,2,bc,2026-01-31,quantile,0.25,1
2026-01-17,pct wk rsv lab det,2,bc,2026-01-31,quantile,0.5,4
2026-01-17,pct wk rsv lab det,2,bc,2026-01-31,quantile,0.75,6
2026-01-17,pct wk rsv lab det,2,bc,2026-01-31,quantile,0.9,8
2026-01-17,pct wk rsv lab det,2,bc,2026-01-31,quantile,0.975,8
2026-01-17,pct wk rsv lab det,3,bc,2026-02-07,quantile,0.025,0
2026-01-17,pct wk rsv lab det,3,bc,2026-02-07,quantile,0.1,0
2026-01-17,pct wk rsv lab det,3,bc,2026-02-07,quantile,0.25,1
2026-01-17,pct wk rsv lab det,3,bc,2026-02-07,quantile,0.5,4
2026-01-17,pct wk rsv lab det,3,bc,2026-02-07,quantile,0.75,7
2026-01-17,pct wk rsv lab det,3,bc,2026-02-07,quantile,0.9,8
2026-01-17,pct wk rsv lab det,3,bc,2026-02-07,quantile,0.975,8
2026-01-17,pct wk covid lab det,-1,ca,2026-01-10,quantile,0.025,0
2026-01-17,pct wk covid lab det,-1,ca,2026-01-10,quantile,0.1,0
2026-01-17,pct wk covid lab det,-1,ca,2026-01-10,quantile,0.25,2
2026-01-17,pct wk covid lab det,-1,ca,2026-01-10,quantile,0.5,5
2026-01-17,pct wk covid lab det,-1,ca,2026-01-10,quantile,0.75,8
2026-01-17,pct wk covid lab det,-1,ca,2026-01-10,quantile,0.9,10
2026-01-17,pct wk covid lab det,-1,ca,2026-01-10,quantile,0.975,10
2026-01-17,pct wk covid lab det,0,ca,2026-01-17,quantile,0.025,0
2026-01-17,pct wk covid lab det,0,ca,2026-01-17,quantile,0.1,0
2026-01-17,pct wk covid lab det,0,ca,2026-01-17,quantile,0.25,1
2026-01-17,pct wk covid lab det,0,ca,2026-01-17,quantile,0.5,4
2026-01-17,pct wk covid lab det,0,ca,2026-01-17,quantile,0.75,7
2026-01-17,pct wk covid lab det,0,ca,2026-01-17,quantile,0.9,8
2026-01-17,pct wk covid lab det,0,ca,2026-01-17,quantile,0.975,9
2026-01-17,pct wk covid lab det,1,ca,2026-01-24,quantile,0.025,0
2026-01-17,pct wk covid lab det,1,ca,2026-01-24,quantile,0.1,0
2026-01-17,pct wk covid lab det,1,ca,2026-01-24,quantile,0.25,1
2026-01-17,pct wk covid lab det,1,ca,2026-01-24,quantile,0.5,4
2026-01-17,pct wk covid lab det,1,ca,2026-01-24,quantile,0.75,6
2026-01-17,pct wk covid lab det,1,ca,2026-01-24,quantile,0.9,7
2026-01-17,pct wk covid lab det,1,ca,2026-01-24,quantile,0.975,8
2026-01-17,pct wk covid lab det,2,ca,2026-01-31,quantile,0.025,0
2026-01-17,pct wk covid lab det,2,ca,2026-01-31,quantile,0.1,0
2026-01-17,pct wk covid lab det,2,ca,2026-01-31,quantile,0.25,1
2026-01-17,pct wk covid lab det,2,ca,2026-01-31,quantile,0.5,3
2026-01-17,pct wk covid lab det,2,ca,2026-01-31,quantile,0.75,5
2026-01-17,pct wk covid lab det,2,ca,2026-01-31,quantile,0.9,6
2026-01-17,pct wk covid lab det,2,ca,2026-01-31,quantile,0.975,7
2026-01-17,pct wk covid lab det,3,ca,2026-02-07,quantile,0.025,0
2026-01-17,pct wk covid lab det,3,ca,2026-02-07,quantile,0.1,0
2026-01-17,pct wk covid lab det,3,ca,2026-02-07,quantile,0.25,1
2026-01-17,pct wk covid lab det,3,ca,2026-02-07,quantile,0.5,3
