"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.025,17.7285714285714
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.1,21.6142857142857
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.25,24.5
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.5,27.8142857142857
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.75,31.1
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.9,34.3857142857143
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.975,38.3857142857143
"ab",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.025,0.271428571428571
"ab",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.1,0.914285714285714
"ab",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.25,1.7
"ab",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.5,2.07142857142857
"ab",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.75,3.07142857142857
"ab",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.9,3.71428571428571
"ab",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.975,5.45714285714286
"ab",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.025,1.54285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.1,2.41428571428571
"ab",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.25,3.44285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.5,4.6
"ab",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.75,6.2
"ab",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.9,7.04285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.975,8.87142857142857
"ab",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.025,17.8285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.1,21.7285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.25,24.1571428571429
"ab",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.5,26.8714285714286
"ab",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.75,30.7285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.9,34.3
"ab",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.975,39.4428571428571
"ab",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.025,0.314285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.1,0.771428571428571
"ab",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.25,1.55714285714286
"ab",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.5,2.3
"ab",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.75,3.41428571428571
"ab",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.9,4.44285714285714
"ab",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.975,6.37142857142857
"ab",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.025,1.47142857142857
"ab",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.1,2.12857142857143
"ab",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.25,3.24285714285714
"ab",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.5,4.85714285714286
"ab",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.75,6.04285714285714
"ab",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.9,7.1
"ab",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.975,9.28571428571429
"ab",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.025,16.8857142857143
"ab",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.1,20.8857142857143
"ab",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.25,23.6
"ab",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.5,26.4571428571429
"ab",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.75,30.3142857142857
"ab",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.9,34.7428571428571
"ab",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.975,39.6
"ab",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.025,0.314285714285714
"ab",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.1,0.571428571428571
"ab",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.25,1.45714285714286
"ab",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.5,2.42857142857143
"ab",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.75,3.7
"ab",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.9,4.87142857142857
"ab",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.975,7.21428571428571
"atlantic",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.025,2.65
"atlantic",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.1,3.4
"atlantic",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.25,4.3
"atlantic",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.5,5.5
"atlantic",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.75,6.625
"atlantic",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.9,7.575
"atlantic",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.975,8.075
"atlantic",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.025,6.9
"atlantic",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.1,8.35
"atlantic",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.25,10.325
"atlantic",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.5,13.775
"atlantic",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.75,18.275
"atlantic",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.9,20.975
"atlantic",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.975,23.525
"atlantic",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.025,0.35
"atlantic",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.1,0.55
"atlantic",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.25,0.75
"atlantic",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.5,1.2
"atlantic",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.75,1.7
"atlantic",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.9,1.85
"atlantic",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.975,2.3
"atlantic",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.025,3.64285714285714
"atlantic",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.1,4.14285714285714
"atlantic",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.25,4.62857142857143
"atlantic",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.5,5.24285714285714
"atlantic",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.75,6.32857142857143
"atlantic",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.9,6.65714285714286
"atlantic",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.975,7.17142857142857
"atlantic",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.025,12.1714285714286
"atlantic",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.1,12.9714285714286
"atlantic",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.25,14.3428571428571
"atlantic",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.5,16.8571428571429
"atlantic",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.75,19.6571428571429
"atlantic",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.9,21.3285714285714
"atlantic",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.975,23.6142857142857
"atlantic",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.025,0.657142857142857
"atlantic",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.1,0.785714285714286
"atlantic",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.25,0.871428571428571
"atlantic",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.5,1.11428571428571
"atlantic",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.75,1.8
"atlantic",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.9,2.04285714285714
"atlantic",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.975,2.18571428571429
"atlantic",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.025,1.97142857142857
"atlantic",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.1,3.2
"atlantic",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.25,4.21428571428571
"atlantic",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.5,5.25714285714286
"atlantic",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.75,6.58571428571429
"atlantic",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.9,7.64285714285714
"atlantic",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.975,9.47142857142857
"atlantic",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.025,10.7142857142857
"atlantic",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.1,13.5714285714286
"atlantic",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.25,15.9285714285714
"atlantic",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.5,18.9714285714286
"atlantic",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.75,22.5285714285714
"atlantic",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.9,25.3428571428571
"atlantic",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.975,29.8428571428571
"atlantic",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.025,0.328571428571429
"atlantic",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.1,0.542857142857143
"atlantic",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.25,0.942857142857143
"atlantic",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.5,1.47142857142857
"atlantic",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.75,1.88571428571429
"atlantic",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.9,2.72857142857143
"atlantic",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.975,4.28571428571429
"atlantic",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.025,1.72857142857143
"atlantic",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.1,2.82857142857143
"atlantic",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.25,3.98571428571429
"atlantic",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.5,5.18571428571429
"atlantic",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.75,6.65714285714286
"atlantic",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.9,7.7
"atlantic",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.975,9.77142857142857
"atlantic",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.025,10.0571428571429
"atlantic",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.1,14.4714285714286
"atlantic",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.25,17.1714285714286
"atlantic",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.5,20.5714285714286
"atlantic",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.75,23.1428571428571
"atlantic",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.9,26
"atlantic",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.975,30.2857142857143
"atlantic",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.025,0.285714285714286
"atlantic",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.1,0.385714285714286
"atlantic",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.25,0.914285714285714
"atlantic",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.5,1.47142857142857
"atlantic",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.75,2.04285714285714
"atlantic",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.9,3.02857142857143
"atlantic",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.975,5.05714285714286
"atlantic",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.025,1.51428571428571
"atlantic",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.1,2.57142857142857
"atlantic",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.25,3.6
"atlantic",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.5,4.94285714285714
"atlantic",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.75,6.72857142857143
"atlantic",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.9,7.78571428571429
"atlantic",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.975,10
"atlantic",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.025,10.5142857142857
"atlantic",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.1,16.0571428571429
"atlantic",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.25,17.9142857142857
"atlantic",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.5,20.3428571428571
"atlantic",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.75,23.0571428571429
"atlantic",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.9,26.4857142857143
"atlantic",3,"2025-12-13","2026-01-03","pct wk flu lab det","quantile",0.975,31.4857142857143
"atlantic",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.025,0.314285714285714
"atlantic",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.1,0.557142857142857
"atlantic",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.25,1.07142857142857
"atlantic",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.5,1.64285714285714
"atlantic",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.75,2.34285714285714
"atlantic",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.9,3.35714285714286
"atlantic",3,"2025-12-13","2026-01-03","pct wk rsv lab det","quantile",0.975,5.68571428571429
"bc",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.025,1.65
"bc",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.1,2.3
"bc",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.25,2.975
"bc",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.5,3.875
"bc",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.75,4.875
"bc",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.9,5.775
"bc",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.975,6.525
"bc",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.025,5.35
"bc",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.1,6.6
"bc",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.25,8.75
"bc",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.5,12.2
"bc",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.75,15.65
"bc",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.9,18.8
"bc",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.975,20.15
"bc",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.025,1.5
"bc",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.1,1.75
"bc",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.25,2.25
"bc",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.5,3.25
"bc",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.75,4
"bc",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.9,4.5
"bc",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.975,4.75
"bc",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.025,2.35714285714286
"bc",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.1,2.7
"bc",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.25,3
"bc",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.5,3.88571428571429
"bc",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.75,4.34285714285714
"bc",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.9,4.77142857142857
"bc",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.975,7.52857142857143
"bc",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.025,9.65714285714286
"bc",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.1,10.3714285714286
"bc",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.25,11.8571428571429
"bc",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.5,14.1142857142857
"bc",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.75,16.5142857142857
"bc",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.9,18.5714285714286
"bc",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.975,19.9142857142857
"bc",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.025,2.15714285714286
"bc",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.1,2.34285714285714
"bc",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.25,2.65714285714286
"bc",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.5,3.22857142857143
"bc",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.75,4.27142857142857
"bc",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.9,4.55714285714286
"bc",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.975,4.87142857142857
"bc",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.025,1.2
"bc",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.1,2.07142857142857
"bc",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.25,2.78571428571429
"bc",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.5,3.8
"bc",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.75,4.95714285714286
"bc",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.9,5.81428571428571
"bc",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.975,9.85714285714286
"bc",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.025,8.11428571428571
"bc",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.1,11.5714285714286
"bc",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.25,13.3714285714286
"bc",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.5,16.3142857142857
"bc",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.75,19.6571428571429
"bc",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.9,22.0857142857143
"bc",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.975,26.2857142857143
"bc",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.025,1
"bc",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.1,2.17142857142857
"bc",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.25,2.92857142857143
"bc",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.5,3.55714285714286
"bc",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.75,4.62857142857143
"bc",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.9,5.55714285714286
"bc",1,"2025-12-13","2025-12-20","pct wk rsv lab det","quantile",0.975,7.52857142857143
"bc",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.025,0.928571428571429
"bc",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.1,1.57142857142857
"bc",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.25,2.6
"bc",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.5,4.01428571428571
"bc",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.75,5.31428571428571
"bc",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.9,6.18571428571429
"bc",2,"2025-12-13","2025-12-27","pct wk covid lab det","quantile",0.975,10.2
"bc",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.025,8.25714285714286
"bc",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.1,12.8571428571429
"bc",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.25,15.6571428571429
"bc",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.5,19.2
"bc",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.75,23.4
"bc",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.9,26.7428571428571
"bc",2,"2025-12-13","2025-12-27","pct wk flu lab det","quantile",0.975,32.6857142857143
"bc",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.025,1.18571428571429
"bc",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.1,2.21428571428571
"bc",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.25,2.97142857142857
"bc",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.5,3.8
"bc",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.75,5.07142857142857
"bc",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.9,6.21428571428571
"bc",2,"2025-12-13","2025-12-27","pct wk rsv lab det","quantile",0.975,8.8
"bc",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.025,0.914285714285714
"bc",3,"2025-12-13","2026-01-03","pct wk covid lab det","quantile",0.1,1.51428571428571
