"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.975,9.2
"ab",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.025,12.1875
"ab",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.1,17.0125
"ab",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.25,20.15
"ab",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.5,25.125
"ab",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.75,29.4125
"ab",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.9,35.325
"ab",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.975,41.925
"ab",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.025,1.55
"ab",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.1,2.2875
"ab",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.25,2.9875
"ab",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.5,3.85
"ab",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.75,4.7
"ab",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.9,5.425
"ab",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.975,7.275
"ab",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.025,1.1375
"ab",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.1,1.8
"ab",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.25,2.8125
"ab",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.5,4.1
"ab",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.75,5.1375
"ab",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.9,6.025
"ab",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.975,9.3375
"ab",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.025,6.875
"ab",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.1,13.5875
"ab",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.25,17.85
"ab",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.5,23.475
"ab",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.75,28.325
"ab",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.9,37.5875
"ab",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.975,43.3875
"ab",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.025,1.4
"ab",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.1,2.4
"ab",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.25,2.8875
"ab",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.5,3.8875
"ab",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.75,5.025
"ab",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.9,5.6625
"ab",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.975,8.1875
"ab",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.025,1.25
"ab",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.1,1.9375
"ab",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.25,2.8375
"ab",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.5,3.975
"ab",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.75,5.5375
"ab",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.9,6.4625
"ab",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.975,9.8
"ab",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.025,4.625
"ab",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.1,10.6875
"ab",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.25,15.4875
"ab",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.5,22.15
"ab",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.75,28.6875
"ab",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.9,37.025
"ab",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.975,45.1
"ab",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.025,1.3375
"ab",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.1,2.225
"ab",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.25,2.9625
"ab",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.5,3.8375
"ab",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.75,4.8375
"ab",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.9,5.9875
"ab",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.975,8.6625
"atlantic",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.025,4.56
"atlantic",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.1,5.16
"atlantic",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.25,6.24
"atlantic",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.5,7.58
"atlantic",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.75,9.14
"atlantic",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.9,10.02
"atlantic",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.975,10.74
"atlantic",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.025,12.86
"atlantic",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.1,15.7
"atlantic",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.25,18.94
"atlantic",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.5,23.66
"atlantic",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.75,28.02
"atlantic",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.9,31.5
"atlantic",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.975,34.26
"atlantic",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.025,0.76
"atlantic",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.1,1.16
"atlantic",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.25,1.52
"atlantic",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.5,2.16
"atlantic",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.75,2.96
"atlantic",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.9,3.56
"atlantic",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.975,3.72
"atlantic",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.025,5.1
"atlantic",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.1,5.55
"atlantic",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.25,6.25
"atlantic",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.5,7.45
"atlantic",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.75,8.275
"atlantic",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.9,8.9625
"atlantic",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.975,9.575
"atlantic",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.025,16.35
"atlantic",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.1,18.1375
"atlantic",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.25,20.1875
"atlantic",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.5,23.575
"atlantic",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.75,26.75
"atlantic",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.9,29.85
"atlantic",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.975,32.0125
"atlantic",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.025,1.425
"atlantic",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.1,1.8
"atlantic",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.25,2.025
"atlantic",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.5,2.375
"atlantic",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.75,3.375
"atlantic",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.9,3.475
"atlantic",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.975,3.875
"atlantic",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.025,3.225
"atlantic",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.1,4.7875
"atlantic",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.25,5.75
"atlantic",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.5,7.4625
"atlantic",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.75,8.9
"atlantic",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.9,9.8375
"atlantic",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.975,11.6125
"atlantic",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.025,10.8125
"atlantic",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.1,14.7125
"atlantic",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.25,17.65
"atlantic",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.5,22.0375
"atlantic",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.75,25.5625
"atlantic",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.9,29.6125
"atlantic",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.975,35.4125
"atlantic",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.025,0.725
"atlantic",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.1,1.45
"atlantic",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.25,2.075
"atlantic",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.5,2.5875
"atlantic",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.75,3.4375
"atlantic",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.9,4.075
"atlantic",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.975,5.35
"atlantic",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.025,2.75
"atlantic",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.1,4.4375
"atlantic",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.25,5.8875
"atlantic",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.5,7.5125
"atlantic",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.75,9.1125
"atlantic",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.9,10.3375
"atlantic",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.975,12.5375
"atlantic",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.025,6.8875
"atlantic",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.1,11.875
"atlantic",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.25,15.075
"atlantic",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.5,20.225
"atlantic",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.75,24.25
"atlantic",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.9,30.1
"atlantic",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.975,35.5375
"atlantic",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.025,0.7375
"atlantic",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.1,1.25
"atlantic",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.25,2.0875
"atlantic",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.5,2.6
"atlantic",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.75,3.6125
"atlantic",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.9,4.475
"atlantic",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.975,6.2875
"atlantic",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.025,2.45
"atlantic",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.1,4.2375
"atlantic",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.25,5.5625
"atlantic",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.5,7.425
"atlantic",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.75,9.2125
"atlantic",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.9,10.6
"atlantic",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.975,12.6875
"atlantic",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.025,3.4375
"atlantic",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.1,9.0125
"atlantic",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.25,12.925
"atlantic",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.5,18.375
"atlantic",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.75,23.5375
"atlantic",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.9,29.8875
"atlantic",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.975,36.4625
"atlantic",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.025,0.775
"atlantic",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.1,1.3
"atlantic",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.25,1.925
"atlantic",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.5,2.8375
"atlantic",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.75,3.8875
"atlantic",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.9,4.9625
"atlantic",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.975,7.4375
"bc",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.025,0.92
"bc",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.1,1.56
"bc",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.25,2.04
"bc",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.5,2.76
"bc",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.75,3.72
"bc",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.9,4.24
"bc",-1,"2026-01-10","2026-01-03","pct wk covid lab det","quantile",0.975,4.76
"bc",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.025,15
"bc",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.1,17.12
"bc",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.25,20.08
"bc",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.5,24.08
"bc",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.75,28.56
"bc",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.9,31.28
"bc",-1,"2026-01-10","2026-01-03","pct wk flu lab det","quantile",0.975,33.76
"bc",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.025,2.52
"bc",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.1,3.12
"bc",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.25,3.66
"bc",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.5,4.5
"bc",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.75,5.46
"bc",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.9,6.06
"bc",-1,"2026-01-10","2026-01-03","pct wk rsv lab det","quantile",0.975,6.66
"bc",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.025,1.35
"bc",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.1,1.625
"bc",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.25,2.0125
"bc",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.5,2.8125
"bc",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.75,3.2125
"bc",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.9,3.725
"bc",0,"2026-01-10","2026-01-10","pct wk covid lab det","quantile",0.975,4.05
"bc",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.025,17.6375
"bc",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.1,19.2125
"bc",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.25,21.0375
"bc",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.5,24.0875
"bc",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.75,27.2125
"bc",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.9,29.2875
"bc",0,"2026-01-10","2026-01-10","pct wk flu lab det","quantile",0.975,32.2375
"bc",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.025,3.2125
"bc",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.1,3.45
"bc",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.25,3.95
"bc",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.5,4.825
"bc",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.75,5.4625
"bc",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.9,6.0875
"bc",0,"2026-01-10","2026-01-10","pct wk rsv lab det","quantile",0.975,6.325
"bc",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.025,0.6
"bc",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.1,1
"bc",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.25,1.8625
"bc",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.5,2.9125
"bc",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.75,3.675
"bc",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.9,4.725
"bc",1,"2026-01-10","2026-01-17","pct wk covid lab det","quantile",0.975,6.05
"bc",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.025,13.2
"bc",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.1,16.675
"bc",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.25,18.775
"bc",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.5,22.1875
"bc",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.75,25.8625
"bc",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.9,28.8125
"bc",1,"2026-01-10","2026-01-17","pct wk flu lab det","quantile",0.975,34.7125
"bc",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.025,1.925
"bc",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.1,3.0375
"bc",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.25,3.925
"bc",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.5,4.8
"bc",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.75,5.4375
"bc",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.9,6.3125
"bc",1,"2026-01-10","2026-01-17","pct wk rsv lab det","quantile",0.975,7.975
"bc",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.025,0.4625
"bc",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.1,1.025
"bc",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.25,1.775
"bc",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.5,2.95
"bc",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.75,4.1375
"bc",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.9,5.0375
"bc",2,"2026-01-10","2026-01-24","pct wk covid lab det","quantile",0.975,6.6625
"bc",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.025,10.3125
"bc",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.1,14.825
"bc",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.25,17.5875
"bc",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.5,20.8625
"bc",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.75,25.1
"bc",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.9,29.7875
"bc",2,"2026-01-10","2026-01-24","pct wk flu lab det","quantile",0.975,36.05
"bc",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.025,1.9375
"bc",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.1,3.075
"bc",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.25,3.825
"bc",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.5,4.8625
"bc",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.75,5.925
"bc",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.9,6.9875
"bc",2,"2026-01-10","2026-01-24","pct wk rsv lab det","quantile",0.975,9.425
"bc",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.025,0.475
"bc",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.1,1
"bc",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.25,1.6625
"bc",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.5,2.95
"bc",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.75,4.2625
"bc",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.9,5.325
"bc",3,"2026-01-10","2026-01-31","pct wk covid lab det","quantile",0.975,6.8
"bc",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.025,6.375
"bc",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.1,11.85
"bc",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.25,14.875
"bc",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.5,19.25
"bc",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.75,23.9875
"bc",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.9,30.325
"bc",3,"2026-01-10","2026-01-31","pct wk flu lab det","quantile",0.975,36.2125
"bc",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.025,1.85
"bc",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.1,2.8875
"bc",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.25,3.9125
"bc",3,"2026-01-10","2026-01-31","pct wk rsv lab det","quantile",0.5,4.8375
