"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.5,4.2375
"ab",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.75,5.0125
"ab",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.9,5.4125
"ab",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.975,7.9625
"ab",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.025,26.35
"ab",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.1,28.225
"ab",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.25,30.5125
"ab",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.5,35.25
"ab",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.75,39.1375
"ab",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.9,41.0125
"ab",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.975,44.1375
"ab",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.025,1.15
"ab",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.1,1.525
"ab",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.25,2.05
"ab",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.5,2.35
"ab",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.75,3.325
"ab",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.9,3.725
"ab",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.975,4.1375
"ab",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.025,1.4625
"ab",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.1,2.4625
"ab",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.25,3.3375
"ab",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.5,4.4875
"ab",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.75,5.3625
"ab",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.9,6.2375
"ab",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.975,9.775
"ab",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.025,26.575
"ab",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.1,30.65
"ab",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.25,32.525
"ab",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.5,36.275
"ab",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.75,40.025
"ab",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.9,43.525
"ab",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.975,47.9
"ab",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.025,0.5625
"ab",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.1,1.15
"ab",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.25,1.9875
"ab",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.5,2.55
"ab",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.75,3.4125
"ab",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.9,4.2625
"ab",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.975,6.05
"ab",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.025,1.3875
"ab",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.1,2.175
"ab",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.25,3.0625
"ab",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.5,4.3125
"ab",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.75,5.45
"ab",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.9,6.5875
"ab",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.975,10.15
"ab",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.025,26.775
"ab",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.1,30.4
"ab",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.25,33.025
"ab",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.5,36.275
"ab",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.75,40.65
"ab",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.9,45.15
"ab",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.975,50.525
"ab",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.025,0.5625
"ab",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.1,1.1875
"ab",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.25,2.1375
"ab",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.5,2.85
"ab",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.75,3.75
"ab",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.9,4.6
"ab",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.975,7.2125
"ab",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.025,1.125
"ab",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.1,2.0125
"ab",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.25,3.025
"ab",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.5,4.325
"ab",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.75,5.8375
"ab",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.9,6.975
"ab",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.975,10.6
"ab",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.025,26.5625
"ab",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.1,31.0625
"ab",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.25,34.0625
"ab",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.5,37.1875
"ab",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.75,41.5625
"ab",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.9,47.1875
"ab",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.975,52.3125
"ab",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.025,0.725
"ab",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.1,1.1
"ab",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.25,2.0875
"ab",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.5,3.1
"ab",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.75,4.05
"ab",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.9,5.1125
"ab",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.975,8.0125
"atlantic",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.025,3.44
"atlantic",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.1,4.02
"atlantic",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.25,4.94
"atlantic",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.5,6.14
"atlantic",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.75,7.5
"atlantic",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.9,8.22
"atlantic",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.975,8.98
"atlantic",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.025,9.56
"atlantic",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.1,11.36
"atlantic",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.25,13.56
"atlantic",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.5,17.48
"atlantic",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.75,20.88
"atlantic",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.9,23.2
"atlantic",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.975,25.56
"atlantic",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.025,0.48
"atlantic",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.1,0.88
"atlantic",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.25,1.08
"atlantic",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.5,1.84
"atlantic",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.75,2.64
"atlantic",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.9,3.02
"atlantic",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.975,3.38
"atlantic",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.025,4.1875
"atlantic",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.1,4.6
"atlantic",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.25,5.15
"atlantic",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.5,5.95
"atlantic",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.75,6.9
"atlantic",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.9,7.4125
"atlantic",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.975,8.0125
"atlantic",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.025,15.525
"atlantic",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.1,16.9
"atlantic",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.25,18.65
"atlantic",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.5,21.525
"atlantic",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.75,24.425
"atlantic",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.9,26.675
"atlantic",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.975,28.375
"atlantic",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.025,1.0375
"atlantic",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.1,1.2875
"atlantic",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.25,1.625
"atlantic",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.5,1.85
"atlantic",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.75,2.7
"atlantic",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.9,3.0375
"atlantic",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.975,3.3875
"atlantic",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.025,2.175
"atlantic",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.1,3.6
"atlantic",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.25,4.75
"atlantic",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.5,5.95
"atlantic",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.75,7.25
"atlantic",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.9,8.175
"atlantic",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.975,10.025
"atlantic",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.025,14.8
"atlantic",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.1,18.275
"atlantic",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.25,20.95
"atlantic",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.5,24.325
"atlantic",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.75,27.85
"atlantic",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.9,31.25
"atlantic",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.975,34.525
"atlantic",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.025,0.475
"atlantic",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.1,1.0625
"atlantic",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.25,1.375
"atlantic",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.5,2.1125
"atlantic",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.75,2.975
"atlantic",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.9,3.4625
"atlantic",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.975,5.2
"atlantic",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.025,2.0625
"atlantic",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.1,3.25
"atlantic",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.25,4.275
"atlantic",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.5,5.8625
"atlantic",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.75,7.325
"atlantic",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.9,8.5
"atlantic",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.975,10.525
"atlantic",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.025,15.375
"atlantic",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.1,20.325
"atlantic",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.25,23.675
"atlantic",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.5,26.4
"atlantic",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.75,29.025
"atlantic",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.9,32.15
"atlantic",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.975,36.15
"atlantic",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.025,0.4875
"atlantic",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.1,0.95
"atlantic",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.25,1.525
"atlantic",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.5,2.15
"atlantic",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.75,3.125
"atlantic",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.9,3.775
"atlantic",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.975,5.7875
"atlantic",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.025,2.0375
"atlantic",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.1,3.1875
"atlantic",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.25,4.3625
"atlantic",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.5,5.9125
"atlantic",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.75,7.4875
"atlantic",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.9,8.6875
"atlantic",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.975,10.7
"atlantic",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.025,16.65
"atlantic",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.1,22.275
"atlantic",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.25,24.775
"atlantic",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.5,27.4
"atlantic",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.75,30.65
"atlantic",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.9,34.275
"atlantic",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.975,38.775
"atlantic",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.025,0.5
"atlantic",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.1,0.9625
"atlantic",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.25,1.7
"atlantic",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.5,2.4375
"atlantic",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.75,3.475
"atlantic",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.9,4.3875
"atlantic",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.975,6.4375
"bc",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.025,0.88
"bc",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.1,1.36
"bc",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.25,2.12
"bc",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.5,2.88
"bc",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.75,3.6
"bc",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.9,4.36
"bc",-1,"2025-12-20","2025-12-13","pct wk covid lab det","quantile",0.975,5.04
"bc",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.025,8.88
"bc",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.1,10.52
"bc",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.25,13.28
"bc",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.5,17.06
"bc",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.75,20.7
"bc",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.9,23.66
"bc",-1,"2025-12-20","2025-12-13","pct wk flu lab det","quantile",0.975,26.18
"bc",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.025,1.88
"bc",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.1,2.28
"bc",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.25,2.88
"bc",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.5,3.88
"bc",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.75,4.68
"bc",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.9,5.24
"bc",-1,"2025-12-20","2025-12-13","pct wk rsv lab det","quantile",0.975,5.84
"bc",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.025,1.575
"bc",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.1,1.9875
"bc",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.25,2.2
"bc",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.5,2.9625
"bc",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.75,3.45
"bc",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.9,3.7125
"bc",0,"2025-12-20","2025-12-20","pct wk covid lab det","quantile",0.975,5.9
"bc",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.025,15.7375
"bc",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.1,17.075
"bc",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.25,18.925
"bc",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.5,22.15
"bc",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.75,25.025
"bc",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.9,27.5625
"bc",0,"2025-12-20","2025-12-20","pct wk flu lab det","quantile",0.975,29.3625
"bc",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.025,2.8625
"bc",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.1,3.1125
"bc",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.25,3.6125
"bc",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.5,4.2375
"bc",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.75,5.125
"bc",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.9,5.625
"bc",0,"2025-12-20","2025-12-20","pct wk rsv lab det","quantile",0.975,6.175
"bc",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.025,0.6375
"bc",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.1,1.15
"bc",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.25,2
"bc",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.5,2.9
"bc",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.75,3.8875
"bc",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.9,4.7625
"bc",1,"2025-12-20","2025-12-27","pct wk covid lab det","quantile",0.975,7.775
"bc",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.025,16.525
"bc",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.1,20.275
"bc",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.25,22.8375
"bc",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.5,26.475
"bc",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.75,30.2625
"bc",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.9,33.8375
"bc",1,"2025-12-20","2025-12-27","pct wk flu lab det","quantile",0.975,38.5
"bc",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.025,2.1875
"bc",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.1,2.9625
"bc",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.25,3.7125
"bc",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.5,4.625
"bc",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.75,5.525
"bc",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.9,6.425
"bc",1,"2025-12-20","2025-12-27","pct wk rsv lab det","quantile",0.975,7.725
"bc",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.025,0.4625
"bc",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.1,0.975
"bc",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.25,1.8375
"bc",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.5,2.95
"bc",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.75,4.0875
"bc",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.9,5.075
"bc",2,"2025-12-20","2026-01-03","pct wk covid lab det","quantile",0.975,8.1125
"bc",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.025,17.625
"bc",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.1,22.7875
"bc",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.25,26.0625
"bc",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.5,30.2875
"bc",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.75,34.9375
"bc",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.9,39.1625
"bc",2,"2025-12-20","2026-01-03","pct wk flu lab det","quantile",0.975,44.3125
"bc",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.025,1.975
"bc",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.1,3.0375
"bc",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.25,3.825
"bc",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.5,4.6375
"bc",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.75,5.8375
"bc",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.9,6.825
"bc",2,"2025-12-20","2026-01-03","pct wk rsv lab det","quantile",0.975,8.95
"bc",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.025,0.45
"bc",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.1,0.7375
"bc",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.25,1.6375
"bc",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.5,3
"bc",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.75,4.2625
"bc",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.9,5.3125
"bc",3,"2025-12-20","2026-01-10","pct wk covid lab det","quantile",0.975,8.35
"bc",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.025,18.3
"bc",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.1,24.2
"bc",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.25,28.45
"bc",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.5,33.575
"bc",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.75,36.7
"bc",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.9,40.075
"bc",3,"2025-12-20","2026-01-10","pct wk flu lab det","quantile",0.975,44.7
"bc",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.025,2.025
"bc",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.1,2.9125
"bc",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.25,3.975
"bc",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.5,4.8375
"bc",3,"2025-12-20","2026-01-10","pct wk rsv lab det","quantile",0.75,6.1
