"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"prairies",2025-11-29,"0.25",4,2025-11-29,"pct wk covid lab det",0,"quantile"
"prairies",2025-11-29,"0.5",5,2025-11-29,"pct wk covid lab det",0,"quantile"
"prairies",2025-11-29,"0.75",5,2025-11-29,"pct wk covid lab det",0,"quantile"
"prairies",2025-11-29,"0.9",5,2025-11-29,"pct wk covid lab det",0,"quantile"
"prairies",2025-11-29,"0.975",5,2025-11-29,"pct wk covid lab det",0,"quantile"
"qc",2025-11-29,"0.025",7,2025-11-29,"pct wk covid lab det",0,"quantile"
"qc",2025-11-29,"0.1",7,2025-11-29,"pct wk covid lab det",0,"quantile"
"qc",2025-11-29,"0.25",7,2025-11-29,"pct wk covid lab det",0,"quantile"
"qc",2025-11-29,"0.5",8,2025-11-29,"pct wk covid lab det",0,"quantile"
"qc",2025-11-29,"0.75",8,2025-11-29,"pct wk covid lab det",0,"quantile"
"qc",2025-11-29,"0.9",8,2025-11-29,"pct wk covid lab det",0,"quantile"
"qc",2025-11-29,"0.975",8,2025-11-29,"pct wk covid lab det",0,"quantile"
"sk",2025-11-29,"0.025",5,2025-11-29,"pct wk covid lab det",0,"quantile"
"sk",2025-11-29,"0.1",5,2025-11-29,"pct wk covid lab det",0,"quantile"
"sk",2025-11-29,"0.25",5,2025-11-29,"pct wk covid lab det",0,"quantile"
"sk",2025-11-29,"0.5",6,2025-11-29,"pct wk covid lab det",0,"quantile"
"sk",2025-11-29,"0.75",6,2025-11-29,"pct wk covid lab det",0,"quantile"
"sk",2025-11-29,"0.9",6,2025-11-29,"pct wk covid lab det",0,"quantile"
"sk",2025-11-29,"0.975",6,2025-11-29,"pct wk covid lab det",0,"quantile"
"territories",2025-11-29,"0.025",2,2025-11-29,"pct wk covid lab det",0,"quantile"
"territories",2025-11-29,"0.1",2,2025-11-29,"pct wk covid lab det",0,"quantile"
"territories",2025-11-29,"0.25",2,2025-11-29,"pct wk covid lab det",0,"quantile"
"territories",2025-11-29,"0.5",3,2025-11-29,"pct wk covid lab det",0,"quantile"
"territories",2025-11-29,"0.75",3,2025-11-29,"pct wk covid lab det",0,"quantile"
"territories",2025-11-29,"0.9",3,2025-11-29,"pct wk covid lab det",0,"quantile"
"territories",2025-11-29,"0.975",3,2025-11-29,"pct wk covid lab det",0,"quantile"
"yt",2025-11-29,"0.025",2,2025-11-29,"pct wk covid lab det",0,"quantile"
"yt",2025-11-29,"0.1",2,2025-11-29,"pct wk covid lab det",0,"quantile"
"yt",2025-11-29,"0.25",2,2025-11-29,"pct wk covid lab det",0,"quantile"
"yt",2025-11-29,"0.5",2,2025-11-29,"pct wk covid lab det",0,"quantile"
"yt",2025-11-29,"0.75",3,2025-11-29,"pct wk covid lab det",0,"quantile"
"yt",2025-11-29,"0.9",3,2025-11-29,"pct wk covid lab det",0,"quantile"
"yt",2025-11-29,"0.975",3,2025-11-29,"pct wk covid lab det",0,"quantile"
"ab",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"ab",2025-12-06,"0.1",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"ab",2025-12-06,"0.25",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"ab",2025-12-06,"0.5",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"ab",2025-12-06,"0.75",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"ab",2025-12-06,"0.9",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"ab",2025-12-06,"0.975",12,2025-11-29,"pct wk covid lab det",1,"quantile"
"atlantic",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"atlantic",2025-12-06,"0.1",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"atlantic",2025-12-06,"0.25",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"atlantic",2025-12-06,"0.5",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"atlantic",2025-12-06,"0.75",7,2025-11-29,"pct wk covid lab det",1,"quantile"
"atlantic",2025-12-06,"0.9",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"atlantic",2025-12-06,"0.975",13,2025-11-29,"pct wk covid lab det",1,"quantile"
"bc",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"bc",2025-12-06,"0.1",2,2025-11-29,"pct wk covid lab det",1,"quantile"
"bc",2025-12-06,"0.25",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"bc",2025-12-06,"0.5",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"bc",2025-12-06,"0.75",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"bc",2025-12-06,"0.9",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"bc",2025-12-06,"0.975",12,2025-11-29,"pct wk covid lab det",1,"quantile"
"ca",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"ca",2025-12-06,"0.1",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"ca",2025-12-06,"0.25",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"ca",2025-12-06,"0.5",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"ca",2025-12-06,"0.75",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"ca",2025-12-06,"0.9",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"ca",2025-12-06,"0.975",13,2025-11-29,"pct wk covid lab det",1,"quantile"
"mb",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"mb",2025-12-06,"0.1",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"mb",2025-12-06,"0.25",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"mb",2025-12-06,"0.5",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"mb",2025-12-06,"0.75",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"mb",2025-12-06,"0.9",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"mb",2025-12-06,"0.975",12,2025-11-29,"pct wk covid lab det",1,"quantile"
"nb",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"nb",2025-12-06,"0.1",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"nb",2025-12-06,"0.25",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"nb",2025-12-06,"0.5",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"nb",2025-12-06,"0.75",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"nb",2025-12-06,"0.9",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"nb",2025-12-06,"0.975",13,2025-11-29,"pct wk covid lab det",1,"quantile"
"nl",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"nl",2025-12-06,"0.1",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"nl",2025-12-06,"0.25",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"nl",2025-12-06,"0.5",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"nl",2025-12-06,"0.75",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"nl",2025-12-06,"0.9",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"nl",2025-12-06,"0.975",12,2025-11-29,"pct wk covid lab det",1,"quantile"
"ns",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"ns",2025-12-06,"0.1",2,2025-11-29,"pct wk covid lab det",1,"quantile"
"ns",2025-12-06,"0.25",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"ns",2025-12-06,"0.5",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"ns",2025-12-06,"0.75",7,2025-11-29,"pct wk covid lab det",1,"quantile"
"ns",2025-12-06,"0.9",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"ns",2025-12-06,"0.975",13,2025-11-29,"pct wk covid lab det",1,"quantile"
"nt",2025-12-06,"0.025",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"nt",2025-12-06,"0.1",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"nt",2025-12-06,"0.25",7,2025-11-29,"pct wk covid lab det",1,"quantile"
"nt",2025-12-06,"0.5",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"nt",2025-12-06,"0.75",10,2025-11-29,"pct wk covid lab det",1,"quantile"
"nt",2025-12-06,"0.9",11,2025-11-29,"pct wk covid lab det",1,"quantile"
"nt",2025-12-06,"0.975",15,2025-11-29,"pct wk covid lab det",1,"quantile"
"nu",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"nu",2025-12-06,"0.1",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"nu",2025-12-06,"0.25",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"nu",2025-12-06,"0.5",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"nu",2025-12-06,"0.75",2,2025-11-29,"pct wk covid lab det",1,"quantile"
"nu",2025-12-06,"0.9",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"nu",2025-12-06,"0.975",7,2025-11-29,"pct wk covid lab det",1,"quantile"
"on",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"on",2025-12-06,"0.1",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"on",2025-12-06,"0.25",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"on",2025-12-06,"0.5",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"on",2025-12-06,"0.75",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"on",2025-12-06,"0.9",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"on",2025-12-06,"0.975",13,2025-11-29,"pct wk covid lab det",1,"quantile"
"pe",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"pe",2025-12-06,"0.1",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"pe",2025-12-06,"0.25",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"pe",2025-12-06,"0.5",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"pe",2025-12-06,"0.75",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"pe",2025-12-06,"0.9",11,2025-11-29,"pct wk covid lab det",1,"quantile"
"pe",2025-12-06,"0.975",15,2025-11-29,"pct wk covid lab det",1,"quantile"
"prairies",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"prairies",2025-12-06,"0.1",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"prairies",2025-12-06,"0.25",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"prairies",2025-12-06,"0.5",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"prairies",2025-12-06,"0.75",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"prairies",2025-12-06,"0.9",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"prairies",2025-12-06,"0.975",12,2025-11-29,"pct wk covid lab det",1,"quantile"
"qc",2025-12-06,"0.025",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"qc",2025-12-06,"0.1",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"qc",2025-12-06,"0.25",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"qc",2025-12-06,"0.5",8,2025-11-29,"pct wk covid lab det",1,"quantile"
"qc",2025-12-06,"0.75",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"qc",2025-12-06,"0.9",11,2025-11-29,"pct wk covid lab det",1,"quantile"
"qc",2025-12-06,"0.975",15,2025-11-29,"pct wk covid lab det",1,"quantile"
"sk",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"sk",2025-12-06,"0.1",2,2025-11-29,"pct wk covid lab det",1,"quantile"
"sk",2025-12-06,"0.25",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"sk",2025-12-06,"0.5",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"sk",2025-12-06,"0.75",7,2025-11-29,"pct wk covid lab det",1,"quantile"
"sk",2025-12-06,"0.9",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"sk",2025-12-06,"0.975",13,2025-11-29,"pct wk covid lab det",1,"quantile"
"territories",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"territories",2025-12-06,"0.1",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"territories",2025-12-06,"0.25",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"territories",2025-12-06,"0.5",3,2025-11-29,"pct wk covid lab det",1,"quantile"
"territories",2025-12-06,"0.75",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"territories",2025-12-06,"0.9",6,2025-11-29,"pct wk covid lab det",1,"quantile"
"territories",2025-12-06,"0.975",10,2025-11-29,"pct wk covid lab det",1,"quantile"
"yt",2025-12-06,"0.025",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"yt",2025-12-06,"0.1",0,2025-11-29,"pct wk covid lab det",1,"quantile"
"yt",2025-12-06,"0.25",1,2025-11-29,"pct wk covid lab det",1,"quantile"
"yt",2025-12-06,"0.5",2,2025-11-29,"pct wk covid lab det",1,"quantile"
"yt",2025-12-06,"0.75",4,2025-11-29,"pct wk covid lab det",1,"quantile"
"yt",2025-12-06,"0.9",5,2025-11-29,"pct wk covid lab det",1,"quantile"
"yt",2025-12-06,"0.975",9,2025-11-29,"pct wk covid lab det",1,"quantile"
"ab",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"ab",2025-12-13,"0.1",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"ab",2025-12-13,"0.25",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"ab",2025-12-13,"0.5",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"ab",2025-12-13,"0.75",7,2025-11-29,"pct wk covid lab det",2,"quantile"
"ab",2025-12-13,"0.9",9,2025-11-29,"pct wk covid lab det",2,"quantile"
"ab",2025-12-13,"0.975",12,2025-11-29,"pct wk covid lab det",2,"quantile"
"atlantic",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"atlantic",2025-12-13,"0.1",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"atlantic",2025-12-13,"0.25",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"atlantic",2025-12-13,"0.5",6,2025-11-29,"pct wk covid lab det",2,"quantile"
"atlantic",2025-12-13,"0.75",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"atlantic",2025-12-13,"0.9",10,2025-11-29,"pct wk covid lab det",2,"quantile"
"atlantic",2025-12-13,"0.975",14,2025-11-29,"pct wk covid lab det",2,"quantile"
"bc",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"bc",2025-12-13,"0.1",1,2025-11-29,"pct wk covid lab det",2,"quantile"
"bc",2025-12-13,"0.25",3,2025-11-29,"pct wk covid lab det",2,"quantile"
"bc",2025-12-13,"0.5",5,2025-11-29,"pct wk covid lab det",2,"quantile"
"bc",2025-12-13,"0.75",7,2025-11-29,"pct wk covid lab det",2,"quantile"
"bc",2025-12-13,"0.9",9,2025-11-29,"pct wk covid lab det",2,"quantile"
"bc",2025-12-13,"0.975",13,2025-11-29,"pct wk covid lab det",2,"quantile"
"ca",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"ca",2025-12-13,"0.1",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"ca",2025-12-13,"0.25",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"ca",2025-12-13,"0.5",6,2025-11-29,"pct wk covid lab det",2,"quantile"
"ca",2025-12-13,"0.75",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"ca",2025-12-13,"0.9",10,2025-11-29,"pct wk covid lab det",2,"quantile"
"ca",2025-12-13,"0.975",14,2025-11-29,"pct wk covid lab det",2,"quantile"
"mb",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"mb",2025-12-13,"0.1",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"mb",2025-12-13,"0.25",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"mb",2025-12-13,"0.5",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"mb",2025-12-13,"0.75",6,2025-11-29,"pct wk covid lab det",2,"quantile"
"mb",2025-12-13,"0.9",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"mb",2025-12-13,"0.975",12,2025-11-29,"pct wk covid lab det",2,"quantile"
"nb",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"nb",2025-12-13,"0.1",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"nb",2025-12-13,"0.25",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"nb",2025-12-13,"0.5",6,2025-11-29,"pct wk covid lab det",2,"quantile"
"nb",2025-12-13,"0.75",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"nb",2025-12-13,"0.9",10,2025-11-29,"pct wk covid lab det",2,"quantile"
"nb",2025-12-13,"0.975",14,2025-11-29,"pct wk covid lab det",2,"quantile"
"nl",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"nl",2025-12-13,"0.1",1,2025-11-29,"pct wk covid lab det",2,"quantile"
"nl",2025-12-13,"0.25",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"nl",2025-12-13,"0.5",5,2025-11-29,"pct wk covid lab det",2,"quantile"
"nl",2025-12-13,"0.75",7,2025-11-29,"pct wk covid lab det",2,"quantile"
"nl",2025-12-13,"0.9",9,2025-11-29,"pct wk covid lab det",2,"quantile"
"nl",2025-12-13,"0.975",12,2025-11-29,"pct wk covid lab det",2,"quantile"
"ns",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"ns",2025-12-13,"0.1",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"ns",2025-12-13,"0.25",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"ns",2025-12-13,"0.5",6,2025-11-29,"pct wk covid lab det",2,"quantile"
"ns",2025-12-13,"0.75",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"ns",2025-12-13,"0.9",10,2025-11-29,"pct wk covid lab det",2,"quantile"
"ns",2025-12-13,"0.975",14,2025-11-29,"pct wk covid lab det",2,"quantile"
"nt",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"nt",2025-12-13,"0.1",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"nt",2025-12-13,"0.25",6,2025-11-29,"pct wk covid lab det",2,"quantile"
"nt",2025-12-13,"0.5",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"nt",2025-12-13,"0.75",10,2025-11-29,"pct wk covid lab det",2,"quantile"
"nt",2025-12-13,"0.9",12,2025-11-29,"pct wk covid lab det",2,"quantile"
"nt",2025-12-13,"0.975",16,2025-11-29,"pct wk covid lab det",2,"quantile"
"nu",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"nu",2025-12-13,"0.1",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"nu",2025-12-13,"0.25",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"nu",2025-12-13,"0.5",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"nu",2025-12-13,"0.75",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"nu",2025-12-13,"0.9",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"nu",2025-12-13,"0.975",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"on",2025-12-13,"0.025",0,2025-11-29,"pct wk covid lab det",2,"quantile"
"on",2025-12-13,"0.1",2,2025-11-29,"pct wk covid lab det",2,"quantile"
"on",2025-12-13,"0.25",4,2025-11-29,"pct wk covid lab det",2,"quantile"
"on",2025-12-13,"0.5",6,2025-11-29,"pct wk covid lab det",2,"quantile"
"on",2025-12-13,"0.75",8,2025-11-29,"pct wk covid lab det",2,"quantile"
"on",2025-12-13,"0.9",10,2025-11-29,"pct wk covid lab det",2,"quantile"
"on",2025-12-13,"0.975",14,2025-11-29,"pct wk covid lab det",2,"quantile"
