reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,on,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,on,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,on,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,on,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,on,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,on,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,on,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,0,2025-12-20,on,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,on,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,on,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,on,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,on,quantile,0.9,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,on,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,on,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,1,2025-12-27,on,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,on,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,on,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,on,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,on,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,on,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,2,2026-01-03,on,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,2,2026-01-03,on,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,2,2026-01-03,on,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,on,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,2,2026-01-03,on,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,on,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,2,2026-01-03,on,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,3,2026-01-10,on,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,3,2026-01-10,on,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,on,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,3,2026-01-10,on,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,3,2026-01-10,on,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,on,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,3,2026-01-10,on,quantile,0.975,8
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,qc,quantile,0.025,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,qc,quantile,0.1,5
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,qc,quantile,0.25,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,qc,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,qc,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,qc,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,qc,quantile,0.975,8
2025-12-20,pct positive sars-cov-2,0,2025-12-20,qc,quantile,0.025,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,qc,quantile,0.1,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,qc,quantile,0.25,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,qc,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,qc,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,0,2025-12-20,qc,quantile,0.9,7
2025-12-20,pct positive sars-cov-2,0,2025-12-20,qc,quantile,0.975,8
2025-12-20,pct positive sars-cov-2,1,2025-12-27,qc,quantile,0.025,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,qc,quantile,0.1,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,qc,quantile,0.25,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,qc,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,qc,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,1,2025-12-27,qc,quantile,0.9,7
2025-12-20,pct positive sars-cov-2,1,2025-12-27,qc,quantile,0.975,8
2025-12-20,pct positive sars-cov-2,2,2026-01-03,qc,quantile,0.025,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,qc,quantile,0.1,4
2025-12-20,pct positive sars-cov-2,2,2026-01-03,qc,quantile,0.25,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,qc,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,2,2026-01-03,qc,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,2,2026-01-03,qc,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,2,2026-01-03,qc,quantile,0.975,9
2025-12-20,pct positive sars-cov-2,3,2026-01-10,qc,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,qc,quantile,0.1,4
2025-12-20,pct positive sars-cov-2,3,2026-01-10,qc,quantile,0.25,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,qc,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,3,2026-01-10,qc,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,3,2026-01-10,qc,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,3,2026-01-10,qc,quantile,0.975,9
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,bc,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,bc,quantile,0.1,1
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,bc,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,bc,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,bc,quantile,0.75,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,bc,quantile,0.9,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,bc,quantile,0.975,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,bc,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,0,2025-12-20,bc,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,0,2025-12-20,bc,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,0,2025-12-20,bc,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,bc,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,bc,quantile,0.9,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,bc,quantile,0.975,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,bc,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,1,2025-12-27,bc,quantile,0.1,1
2025-12-20,pct positive sars-cov-2,1,2025-12-27,bc,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,1,2025-12-27,bc,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,bc,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,bc,quantile,0.9,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,bc,quantile,0.975,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,bc,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,2,2026-01-03,bc,quantile,0.1,1
2025-12-20,pct positive sars-cov-2,2,2026-01-03,bc,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,2,2026-01-03,bc,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,bc,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,2,2026-01-03,bc,quantile,0.9,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,bc,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,3,2026-01-10,bc,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,3,2026-01-10,bc,quantile,0.1,0
2025-12-20,pct positive sars-cov-2,3,2026-01-10,bc,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,bc,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,3,2026-01-10,bc,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,3,2026-01-10,bc,quantile,0.9,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,bc,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ab,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ab,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ab,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ab,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ab,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ab,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ab,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ab,quantile,0.025,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ab,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ab,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ab,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ab,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ab,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ab,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ab,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ab,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ab,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ab,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ab,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ab,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ab,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ab,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ab,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ab,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ab,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ab,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ab,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ab,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ab,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ab,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ab,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ab,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ab,quantile,0.75,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ab,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ab,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,mb,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,mb,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,mb,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,mb,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,mb,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,mb,quantile,0.9,5
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,mb,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,mb,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,0,2025-12-20,mb,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,0,2025-12-20,mb,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,0,2025-12-20,mb,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,mb,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,mb,quantile,0.9,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,mb,quantile,0.975,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,mb,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,1,2025-12-27,mb,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,1,2025-12-27,mb,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,1,2025-12-27,mb,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,mb,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,mb,quantile,0.9,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,mb,quantile,0.975,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,mb,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,2,2026-01-03,mb,quantile,0.1,1
2025-12-20,pct positive sars-cov-2,2,2026-01-03,mb,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,2,2026-01-03,mb,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,mb,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,2,2026-01-03,mb,quantile,0.9,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,mb,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,3,2026-01-10,mb,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,3,2026-01-10,mb,quantile,0.1,1
2025-12-20,pct positive sars-cov-2,3,2026-01-10,mb,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,mb,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,3,2026-01-10,mb,quantile,0.75,4
2025-12-20,pct positive sars-cov-2,3,2026-01-10,mb,quantile,0.9,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,mb,quantile,0.975,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,sk,quantile,0.025,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,sk,quantile,0.1,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,sk,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,sk,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,sk,quantile,0.75,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,sk,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,sk,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,0,2025-12-20,sk,quantile,0.025,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,sk,quantile,0.1,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,sk,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,sk,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,sk,quantile,0.75,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,sk,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,sk,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,1,2025-12-27,sk,quantile,0.025,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,sk,quantile,0.1,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,sk,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,sk,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,sk,quantile,0.75,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,sk,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,sk,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,2,2026-01-03,sk,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,2,2026-01-03,sk,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,sk,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,2,2026-01-03,sk,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,sk,quantile,0.75,6
2025-12-20,pct positive sars-cov-2,2,2026-01-03,sk,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,2,2026-01-03,sk,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,3,2026-01-10,sk,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,sk,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,3,2026-01-10,sk,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,3,2026-01-10,sk,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,sk,quantile,0.75,6
2025-12-20,pct positive sars-cov-2,3,2026-01-10,sk,quantile,0.9,6
2025-12-20,pct positive sars-cov-2,3,2026-01-10,sk,quantile,0.975,7
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ns,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ns,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ns,quantile,0.25,5
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ns,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ns,quantile,0.75,8
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ns,quantile,0.9,9
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,ns,quantile,0.975,10
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ns,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ns,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ns,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ns,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ns,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ns,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,0,2025-12-20,ns,quantile,0.975,10
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ns,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ns,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ns,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ns,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ns,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ns,quantile,0.9,9
2025-12-20,pct positive sars-cov-2,1,2025-12-27,ns,quantile,0.975,11
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ns,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ns,quantile,0.1,1
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ns,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ns,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ns,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ns,quantile,0.9,9
2025-12-20,pct positive sars-cov-2,2,2026-01-03,ns,quantile,0.975,11
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ns,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ns,quantile,0.1,0
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ns,quantile,0.25,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ns,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ns,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ns,quantile,0.9,10
2025-12-20,pct positive sars-cov-2,3,2026-01-10,ns,quantile,0.975,12
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nb,quantile,0.025,4
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nb,quantile,0.1,5
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nb,quantile,0.25,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nb,quantile,0.5,7
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nb,quantile,0.75,8
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nb,quantile,0.9,9
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nb,quantile,0.975,10
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nb,quantile,0.025,3
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nb,quantile,0.1,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nb,quantile,0.25,5
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nb,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nb,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nb,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nb,quantile,0.975,9
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nb,quantile,0.025,2
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nb,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nb,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nb,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nb,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nb,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nb,quantile,0.975,9
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nb,quantile,0.025,1
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nb,quantile,0.1,3
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nb,quantile,0.25,4
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nb,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nb,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nb,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nb,quantile,0.975,10
2025-12-20,pct positive sars-cov-2,3,2026-01-10,nb,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,3,2026-01-10,nb,quantile,0.1,2
2025-12-20,pct positive sars-cov-2,3,2026-01-10,nb,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,3,2026-01-10,nb,quantile,0.5,5
2025-12-20,pct positive sars-cov-2,3,2026-01-10,nb,quantile,0.75,7
2025-12-20,pct positive sars-cov-2,3,2026-01-10,nb,quantile,0.9,9
2025-12-20,pct positive sars-cov-2,3,2026-01-10,nb,quantile,0.975,10
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nl,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nl,quantile,0.1,1
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nl,quantile,0.25,3
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nl,quantile,0.5,6
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nl,quantile,0.75,8
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nl,quantile,0.9,10
2025-12-20,pct positive sars-cov-2,-1,2025-12-13,nl,quantile,0.975,12
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nl,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nl,quantile,0.1,0
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nl,quantile,0.25,1
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nl,quantile,0.5,4
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nl,quantile,0.75,6
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nl,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,0,2025-12-20,nl,quantile,0.975,10
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nl,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nl,quantile,0.1,0
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nl,quantile,0.25,0
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nl,quantile,0.5,3
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nl,quantile,0.75,6
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nl,quantile,0.9,8
2025-12-20,pct positive sars-cov-2,1,2025-12-27,nl,quantile,0.975,11
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nl,quantile,0.025,0
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nl,quantile,0.1,0
2025-12-20,pct positive sars-cov-2,2,2026-01-03,nl,quantile,0.25,0
